COMMENT_ID,GAME_ID,VIDEO_ID,VIDEO_TITLE,DATE,COMMENT,USERNAME,SENTIMENT_SCORE,LIKE_COUNT,CAMPAIGN_ID
17930,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 02:50:00-08:00,"I preordered the PS5 Pro and it's been nothing but a headache, constant bugs and errors, not what I expected from a ""pro"" console 😒",@user_2126df7734,-0.74,2,104
17931,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 03:57:00-08:00,"The new PS Plus premium upgrade is a beast, my online gaming experience has never been better 🤩.",@user_b4c763bf80,0.66,27,104
17932,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 04:04:00-08:00,"This is a solid move by Sony, but I'm still waiting for a PS5 price drop before I start buying more games 🤑",@user_b0cce027cc,-0.12,4,104
17933,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 05:11:00-08:00,"This trailer is straight fire 🔥, can't wait to see what kind of crazy games they have in store for us!",@user_c2b5ca8563,0.93,21,104
17934,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 06:18:00-08:00,"This new store layout is a step backwards, I miss the old way of browsing for games, it was way more intuitive",@user_d6e4da1d0f,-0.55,2,104
17935,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 07:25:00-08:00,"I've been playing with my squad on PS4 and we're all thinking of switching to PS5, but we need more info on the online features before we make the jump",@user_28df5debfc,-0.08,3,104
17936,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 08:32:00-08:00,"I mean, I get it, Sony wants to make bank off their exclusives, but can't they just make them available to everyone without the extra fee?",@user_739a4cfbdb,0.03,5,104
17937,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 09:39:00-08:00,"I'm so over the forced hype for this. It's just a gift feature, calm down PlayStation 🙄",@user_1e4315266e,-0.71,6,104
17938,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 10:46:00-08:00,"Just pre-ordered the game but I'm still salty about the bug that makes the turrets shoot at you sometimes, please fix that devs 🤣",@user_7dfd01a2c6,0.79,10,104
17939,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 11:53:00-08:00,"I was hyped for the PS5 Pro but the launch was kinda meh, still got a bunch of bugs to iron out 🤦‍♂️",@user_9511855374,0.02,5,104
17940,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 12:00:00-08:00,"I've been playing on hard mode and I've noticed that the enemies just kinda... stop moving sometimes, is that a bug or am I just getting lucky? 😂",@user_bc3d3572fa,0.00,6,104
17941,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 13:07:00-08:00,"This is just a way for Sony to get people to buy more games at full price, not a genuine attempt at being romantic",@user_151aa23317,-0.77,6,104
17942,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 14:14:00-08:00,"Just when I thought the PS5 couldn't get any more lit, they drop this Always-On Brand Lexus commercial and I'm sold",@user_7a97a4b809,0.79,26,104
17943,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 15:21:00-08:00,"I remember when the PS2 came out and it was a huge deal, now we're on the PS5 Pro and it's crazy how far gaming has come 🤯",@user_b9236de8b1,0.13,4,104
17944,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 16:28:00-08:00,"I'm so hyped for the multiplayer mode in RE9, it's gonna be a game changer! 🤯 Can't wait to team up with my squad and take down those zombies",@user_0816818424,0.77,29,104
17945,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 17:35:00-08:00,I'm only pre-ordering if they confirm a solid multiplayer mode with no pay-to-win nonsense 💸,@user_57fc070171,-0.14,6,104
17946,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 18:42:00-08:00,"I'm loving the performance of the PS5 in this ad, the graphics are insane and it's making me wanna cop one ASAP!",@user_4f1f5906de,0.85,13,104
17947,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 19:49:00-08:00,Can we just get a good single player story mode without all the unnecessary multiplayer fluff?,@user_5d442355e9,-0.68,5,104
17948,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 20:56:00-08:00,"I've been playing with my squad on PS4 and we're all thinking of switching to PS5, but we need more info on the online features before we make the jump",@user_c8d2cc77a5,0.03,4,104
17949,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 21:03:00-08:00,"I remember watching this for the first time and being blown away by the graphics, still one of the best game trailers ever made",@user_40972c3749,0.76,9,104
17950,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 22:10:00-08:00,"This is the kind of marketing that sets Sony apart from the rest, it's all about the gaming experience and they're crushing it 💯",@user_0493d8ce26,0.92,21,104
17951,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 23:17:00-08:00,"Just watched the new trailer and I'm so down for the new combat mechanics, but Insomniac please fix the bug where the game freezes during the quick-time events",@user_ef932e3544,0.66,26,104
17952,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 00:24:00-08:00,"This is a genius move by Sony, I mean who wouldn't want to gift their significant other a sick gaming experience on Valentine's Day? 💘🎮",@user_c2977fb46c,0.63,23,104
17953,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 01:31:00-08:00,"I'm loving the vibe of this trailer, it's like they're saying ""we got you, gamers"" and I'm HERE. FOR. IT.",@user_eb6df5ae8b,0.95,34,104
17954,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 02:38:00-08:00,"I don't get why they didn't just keep the old layout, it wasn't broke so why fix it?",@user_eef4959c6a,-0.15,2,104
17955,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 03:45:00-08:00,"Just when I thought I was done with gaming, PS Plus Essentials comes along and makes me feel like a VIP all over again 😎",@user_770039def6,0.66,27,104
17956,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 04:52:00-08:00,"I've been waiting for a good multiplayer RE game for ages and this looks like it's gonna deliver, pre-ordering ASAP",@user_e85b79711c,0.71,23,104
17957,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 05:59:00-08:00,"I'm low-key hoping they bring back the heists from GTA V, those were so much fun to play with friends 🤑",@user_13342d82c1,0.13,4,104
17958,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 06:06:00-08:00,"I'm not mad at the upgrade options, but $10 a month is a bit steep for me, might have to stick with the basic plan 🤑",@user_1f8e7b055a,0.09,2,104
17959,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 07:13:00-08:00,"This bundle is a total ripoff, only available to PS Plus subscribers? What about the rest of us who actually buy games? 🤑",@user_ebfd134218,-0.50,5,104
17960,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 08:20:00-08:00,"I love how they highlighted the game's accessibility features in a way that feels organic to the ""store"" experience, kudos to the devs",@user_8e9467419c,0.84,32,104
17961,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 09:27:00-08:00,"I'm not sure what's more impressive, the games or the fact that the PS Store is finally getting a redesign 🤔",@user_6495e28216,-0.09,3,104
17962,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 10:34:00-08:00,"I'm so sick of them trying to make us pay for online multiplayer, it's like they're just trying to nickel and dime us to death 🤑",@user_8a3e962c73,-0.47,5,104
17963,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 11:41:00-08:00,"Just had to restart the game for the 5th time today because of the ""connection lost"" error, Helldivers 2 needs some serious bug squashing",@user_2b7167d7ec,-0.07,3,104
17964,2,ps_0002d906,Astro Bot - Official Trailer,2026-02-26 12:48:00-08:00,"I've been playing on hard mode and I've noticed that the enemies just kinda... stop moving sometimes, is that a bug or am I just getting lucky? 😂",@user_f72e45f49b,0.12,6,104
17965,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 13:55:00-08:00,"This is just a desperate attempt to get people to buy more games, meanwhile my PS5 is still struggling to run games at 60fps 🤦‍♂️",@user_85fac22f98,-0.79,4,106
17966,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 14:02:00-08:00,"Just got my PS5 and I'm ready to take my gaming to the next level with the Premium upgrade, bring it on! 🔥",@user_ea785e27c6,-0.15,2,106
17967,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 15:09:00-08:00,"I love the new suit but the game still freezes on me every time I try to do a specific combo, anyone else having this issue?",@user_2e12b835e5,0.00,4,106
17968,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 16:16:00-08:00,"I was so hyped for the PS5 Pro but the launch was a total disaster, my console is still glitching out and freezing on me 🤦‍♂️",@user_b762c1c64c,-0.49,3,106
17969,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 17:23:00-08:00,"This is such a great idea, I can finally get my friends the games they've been wanting without breaking the bank",@user_0e4c8ef5f2,0.71,22,106
17970,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 18:30:00-08:00,"Pre-ordering a game that's gonna be 90% online and 10% actual gameplay? No thanks, Rockstar",@user_e414d913da,-0.84,2,106
17971,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 19:37:00-08:00,"This is the kind of marketing that sets Sony apart from the rest, it's all about the gaming experience and they're crushing it 💯",@user_dd5988977c,0.94,11,106
17972,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 20:44:00-08:00,"I don't get why they're making us pre-order just to get the bonus stuff, feels like a cash grab",@user_1b18c6b89a,0.05,4,106
17973,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 21:51:00-08:00,"I was so hyped for this game when it came out, the web-slinging mechanics were so ahead of its time, still one of my favorite Spidey games",@user_d7b5bf8726,-0.05,2,106
17974,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 22:58:00-08:00,Anyone else having issues with the game freezing on the loading screen? Been happening to me nonstop since the last update 😒,@user_60ad9a2438,-0.04,5,106
17975,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 23:05:00-08:00,"This bundle is a no-brainer for anyone who loves multiplayer, the value is crazy and I'm so down to play some co-op with my squad 🎮",@user_aed7008ab2,0.86,23,106
17976,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 00:12:00-08:00,"I'm loving the vibe of this trailer, it's like they're saying ""we got you, gamers"" and I'm HERE. FOR. IT.",@user_f63f14a572,0.70,7,106
17977,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 01:19:00-08:00,"I mean, who thought this was a good idea? ""Valentine Game Gifting"" sounds like something a try-hard marketing team came up with",@user_8145a95060,-0.58,3,106
17978,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 02:26:00-08:00,"Just pre-ordered the game but I'm still salty about the bug that makes the turrets shoot at you sometimes, please fix that devs 🤣",@user_f4bf475a57,0.67,7,106
17979,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 03:33:00-08:00,"I'm loving the new Ghost of Yotei Sustain trailer, but can we please get a patch for the bug where the wind effects make the trees clip through the ground? 🌳😂",@user_7acbb8b12b,0.87,13,106
17980,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 04:40:00-08:00,"This is gonna be a game changer for gamers in relationships, can't wait to gift my bf some sick games on V-Day 💘🎮",@user_fb27cddd2d,0.55,17,106
17981,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 05:47:00-08:00,"The sustain mechanic is cool and all but it's literally unplayable with all the bugs and glitches, can't even enjoy it 😒",@user_26b805d939,-0.55,4,106
17982,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 06:54:00-08:00,"I don't get why people are so hyped about GTA VI, it's just gonna be more of the same, and now it's exclusive to PS5 for a hot second 🤷‍♂️",@user_bb66079fe3,-0.07,2,106
17983,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 07:01:00-08:00,"I tried to buy Astro Bot after watching this and the store just wouldn't load, great job Sony, you've lost a sale 😒",@user_396682d03e,-0.67,6,106
17984,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 08:08:00-08:00,"I'm not mad at the upgrade options, but $10 a month is a bit steep for me, might have to stick with the basic plan 🤑",@user_5ec5a7c2a1,0.02,2,106
17985,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 09:15:00-08:00,"I'm a Xbox gamer but I gotta admit, this pre-order push is making me consider switching to PS5, the exclusive content is looking fire 🔥",@user_b20391b2d9,-0.01,2,106
17986,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 10:22:00-08:00,"I'm hyped for the new multiplayer games coming to PS Plus Essentials, but I'm still waiting to see if it's worth the upgrade from the basic plan 🤔",@user_052bf0d2d8,-0.11,7,106
17987,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 11:29:00-08:00,"I've been waiting for this game for ages and I'm so hyped, but I really hope they fix the glitch where Spidey gets stuck in walls",@user_2b1be59a41,0.92,35,106
17988,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 12:36:00-08:00,"I was really looking forward to this game but the bugs in this trailer are a huge red flag, not impressed",@user_e282ad9f94,-0.51,3,106
17989,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 13:43:00-08:00,"I'm low-key excited to gift my gaming buddy a new game, hope they don't already have it lol",@user_5b69203de0,-0.15,6,106
17990,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 14:50:00-08:00,"$10 a month is nothing compared to what we're getting, I'm so hyped for the new games and online features 🎮",@user_47ba64947b,0.68,22,106
17991,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 15:57:00-08:00,"I love how they're using the PS Move controllers to make it feel like you're actually controlling the robot, but I wish they'd make a bundle with the game and the controllers",@user_9ce1890485,-0.07,6,106
17992,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 16:04:00-08:00,"I'm so tired of these flashy trailers, how about you fix the store's search function first?",@user_deeeb7ec80,-0.69,6,106
17993,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 17:11:00-08:00,"I was so obsessed with the Ghost of Yotei Sustain trailer when it dropped, used to watch it every day before school",@user_febcf1cf8c,0.02,2,106
17994,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 18:18:00-08:00,"I'm still salty about RE6's multiplayer, don't @ me",@user_9b7e018275,-0.80,3,106
17995,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 19:25:00-08:00,"I guess it's cool that they're trying to make a bold statement with the Lexus branding, but at the end of the day it's all about the performance and games for me 🎮",@user_37a8a66129,0.02,3,106
17996,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 20:32:00-08:00,"I'm so down for this, I can finally show my gaming buddies some love without spending a fortune 💸",@user_7b8ad88a55,0.57,16,106
17997,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 21:39:00-08:00,"I had completely forgotten about this trailer, thanks for the throwback, it's crazy how much gaming has evolved since then",@user_549c7f08d8,0.15,4,106
17998,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 22:46:00-08:00,"This is just a cash grab, GTA VI is gonna be on Xbox and PC too, don't @ me",@user_8f3e63621d,-0.68,6,106
17999,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 23:53:00-08:00,"This trailer was the reason I begged my parents for a PS3, nostalgia is real",@user_2ce074c949,-0.09,1,106
18000,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 00:00:00-08:00,I'm loving the new Spider-Man 2 gameplay but can we please get a patch for the web-slinging bug that's been driving me crazy? 🕸️,@user_e122364c69,0.75,23,106
18001,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 01:07:00-08:00,"I'm still waiting for a patch to fix the web-slinging glitch, it's been months and it's still super frustrating 🤦‍♂️",@user_fa4c3de357,0.14,1,106
18002,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 02:14:00-08:00,"This trailer was the reason I begged my parents to get me a PS2 for my birthday, good times, good times 😊",@user_ec4daf6454,0.10,5,106
18003,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 03:21:00-08:00,"This is gonna be a game changer for the PS5, can't wait to see what other exclusive deals they have in store 🤯",@user_31805f9b8c,0.77,13,106
18004,10,ps_001017e2,Grand Theft Auto VI - Official Trailer,2026-02-26 04:28:00-08:00,"I was so hyped for the PS5 Pro but the launch was a total disaster, my console is still glitching out and freezing on me 🤦‍♂️",@user_f816939fd4,-0.79,6,106
18005,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 05:35:00-08:00,"I was so obsessed with the Ghost of Yotei Sustain trailer when it dropped, used to watch it every day before school",@user_4999e6e20d,-0.01,3,113
18006,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 06:42:00-08:00,"What's next, are they gonna charge us for breathing? This is just a money grab, not innovation",@user_61aa9c450f,-0.53,6,113
18007,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 07:49:00-08:00,"I remember when the PS2 came out and it was a huge deal, now we're on the PS5 Pro and it's crazy how far gaming has come 🤯",@user_6b54e627fe,0.05,6,113
18008,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 08:56:00-08:00,"I was prepared to pay way more than that for a premium upgrade, so this is a total win in my book, great job Sony!",@user_305b1b2d19,0.74,14,113
18009,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 09:03:00-08:00,"I'm low-key excited for the upgrade, but I  don't raise the price too much, I'm on 💸",@user_f8d5c5cd5f,0.12,3,113
18010,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 10:10:00-08:00,"I'm not sure if I'm hyped or not, the bundle looks cool and all but it's not like it's exclusive to PS5, I can get the same games on PC",@user_ae1933f834,0.07,6,113
18011,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 11:17:00-08:00,"I've been waiting for this upgrade for ages, let's see if it's worth the hype, Sony better bring the heat 🔪",@user_bfc90b9d3f,0.13,5,113
18012,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 12:24:00-08:00,"I'm still salty about RE6's multiplayer, don't @ me",@user_dd1a36b1a7,-0.50,1,113
18013,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 13:31:00-08:00,"I'm good with my regular PS Plus, don't need no ""premium"" upgrade to play games that still have the same old problems, Sony needs to focus on performance not profit",@user_10a08edb05,-0.80,1,113
18014,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 14:38:00-08:00,"This trailer is still better than most modern game trailers, the hype was real back in the day and it's still real now 🔥",@user_f6c3ffed98,0.58,15,113
18015,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 15:45:00-08:00,"Just pre-ordered my copy, can't wait to jump into the multiplayer and start taking down those bioterrorism agents with my friends 😎",@user_f341c5ffd0,0.67,33,113
18016,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 16:52:00-08:00,"What's the point of even calling it ""Essentials"" if it's not even the best version of PS Plus, just a watered down experience for the casuals 🤦‍♂️",@user_57e9921a13,-0.76,6,113
18017,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 17:59:00-08:00,What happened to the days of Crash Bandicoot and Spyro? Now it's all about the same old shooters and sports games 😔,@user_30a5f16ca0,-0.61,6,113
18018,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 18:06:00-08:00,"I don't care about single player, if the multiplayer is trash I'm not buying it, simple as that",@user_ff6db0a09e,-0.49,6,113
18019,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 19:13:00-08:00,"This is a cool idea, but I'm not sure how many people actually gift games on Valentine's Day, seems like a niche thing to me 🤔",@user_c229715904,0.13,2,113
18020,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 20:20:00-08:00,"I'm not sure if I'm down to spend $60 on a game just to gift it to someone, even if it's a good deal 🤔",@user_39ef6dfae6,-0.09,2,113
18021,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 21:27:00-08:00,"I've been waiting for this game for ages and I'm so hyped, but I really hope they fix the glitch where Spidey gets stuck in walls",@user_25688aa52c,0.84,26,113
18022,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 22:34:00-08:00,"This is how you do game marketing, Sony! The ""store"" UI is so intuitive and easy to navigate, I'm hyped to play this on my PS5",@user_7b481b9d69,0.90,11,113
18023,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 23:41:00-08:00,"I remember watching this trailer back in the day and being so hyped for the game, still gives me chills to this day 😎",@user_b28c51d9b1,0.05,4,113
18024,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 00:48:00-08:00,"I swear, Sony's marketing team must think we're all idiots, ""pre-order now and get exclusive content""... no thanks, I'll wait for the reviews",@user_e2a3d7e4ab,-0.77,1,113
18025,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 01:55:00-08:00,"I guess it's cool that they're offering a bundle but it's not like it's a special edition or anything, just a bunch of standard games and a controller, meh 🤷‍♂️",@user_d70309337e,-0.15,6,113
18026,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 02:02:00-08:00,"I'm so sick of them trying to make us pay for online multiplayer, it's like they're just trying to nickel and dime us to death 🤑",@user_b26d3b6df2,-0.71,6,113
18027,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 03:09:00-08:00,"I don't get why people are so hyped about this, it's just a bunch of corporate nonsense, wake up sheeple!",@user_d752b74b72,-0.45,6,113
18028,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 04:16:00-08:00,"I've been experien weird glitches with the new console, but overall it's stil and I'm loving the 8K graphics 🚀",@user_3c99cb028e,0.58,26,113
18029,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 05:23:00-08:00,"I'm so disappointed in the PS5 Pro launch, the bugs are ridiculous, can't even play a game without it crashing",@user_abfe9ea4d3,-0.84,4,113
18030,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 06:30:00-08:00,"I'm not sure what to expect from the sequel but I'm down to give it a shot, the original was a blast to play",@user_26b7a5d3dd,-0.13,4,113
18031,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 07:37:00-08:00,"I loved the first Helldivers, but this trailer just feels like a cash grab, no real effort put into it",@user_7d21ddfe84,-0.57,3,113
18032,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 08:44:00-08:00,"I remember when the PS2 came out and it was a huge deal, now we're on the PS5 Pro and it's crazy how far gaming has come 🤯",@user_cfe6e1742c,-0.10,3,113
18033,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 09:51:00-08:00,"I remember when Sony used to actually care about their games, now it's all about the money and flashy graphics 🤑",@user_6ddb4fba09,-0.49,5,113
18034,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 10:58:00-08:00,"Sony really dropped the ball on this one, my PS5 Pro is still on its third firmware update and it's still buggy as hell, not impressed 😡",@user_68c613cabd,-0.45,2,113
18035,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 11:05:00-08:00,"I'm so sick of these ""curated"" sections, just give me a list of new releases and let me sort by price or rating like a normal store",@user_855db81803,-0.62,3,113
18036,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 12:12:00-08:00,"I'm low-key excited to see how this always-on brand thing plays out, maybe it'll be a game changer for the gaming industry 🤔",@user_3dc412fdf9,0.03,5,113
18037,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 13:19:00-08:00,"I'm so down for this game, but can the devs please fix the bug where the camera gets stuck in the terrain, it's been driving me crazy in the beta 📸",@user_248bbeb083,0.95,31,113
18038,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 14:26:00-08:00,"Now I can finally play all the multiplayer games I've been missing out on, thanks to the PS Plus essentials acquire, you're the real MVP Sony 😎",@user_77c8725576,0.59,8,113
18039,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 15:33:00-08:00,"I'm not sure what's more impressive, the games or the fact that the PS Store is finally getting a redesign 🤔",@user_c8e7104b66,0.08,2,113
18040,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 16:40:00-08:00,"I'm hyped for RE9, but I'm not pre-ordering just for some exclusive skins, I'll wait for the reviews",@user_026a524d69,-0.08,3,113
18041,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 17:47:00-08:00,"This ""Always-On"" thing is just a fancy way of saying ""we're gonna make your console run hot and loud all the time"" 🚫",@user_11d2f1a782,-0.66,3,113
18042,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 18:54:00-08:00,"I swear, Sony is just trying to make a quick buck off of us, this pre-order bonus is just a bunch of useless digital junk, not worth my money",@user_2c8f53058c,-0.75,4,113
18043,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-26 19:01:00-08:00,"Just got my PS5 Pro and I'm loving it, but I'm getting this annoying bug where the game freezes on the loading screen, anyone else having this issue? 🤔",@user_ecd6578b3b,0.85,21,113
