REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,SWIPE_UPS,STORY_OPENS,SCREEN_TIME_MS,LOADED_AT
2025-12-13,PS5 Pro Launch Global,snap_ad_acct_0101,622.34,2634545,27115,19523,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-14,PS5 Pro Launch Global,snap_ad_acct_0101,477.21,2634545,26442,19038,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-15,PS5 Pro Launch Global,snap_ad_acct_0101,585.54,2290909,20932,15071,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-11-01,PS5 Pro Launch Global,snap_ad_acct_0101,268.82,1254545,19320,13910,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-02,PS5 Pro Launch Global,snap_ad_acct_0101,323.29,1254545,12321,8871,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-03,PS5 Pro Launch Global,snap_ad_acct_0101,231.72,1090909,13848,9971,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-04,PS5 Pro Launch Global,snap_ad_acct_0101,327.21,1090909,15332,11039,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-05,PS5 Pro Launch Global,snap_ad_acct_0101,297.67,1090909,13939,10036,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-06,PS5 Pro Launch Global,snap_ad_acct_0101,271.19,1090909,8692,6258,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-07,PS5 Pro Launch Global,snap_ad_acct_0101,904.48,3490909,38218,27517,1675636,13265454200,2026-05-04 11:41:56.965000-07:00
2025-11-08,PS5 Pro Launch Global,snap_ad_acct_0101,268.24,1254545,11961,8612,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-09,PS5 Pro Launch Global,snap_ad_acct_0101,276.14,1254545,12212,8793,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-10,PS5 Pro Launch Global,snap_ad_acct_0101,289.02,1090909,10630,7654,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-11,PS5 Pro Launch Global,snap_ad_acct_0101,309.39,1090909,11040,7949,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-12,PS5 Pro Launch Global,snap_ad_acct_0101,197.86,1090909,14327,10315,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-13,PS5 Pro Launch Global,snap_ad_acct_0101,220.26,1090909,11144,8024,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-14,PS5 Pro Launch Global,snap_ad_acct_0101,322.37,1090909,7820,5630,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-15,PS5 Pro Launch Global,snap_ad_acct_0101,259.75,1254545,14817,10668,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-16,PS5 Pro Launch Global,snap_ad_acct_0101,279.37,1254545,12475,8982,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-17,PS5 Pro Launch Global,snap_ad_acct_0101,254.89,1090909,13793,9931,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-18,PS5 Pro Launch Global,snap_ad_acct_0101,230.96,1090909,12347,8890,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-19,PS5 Pro Launch Global,snap_ad_acct_0101,315.24,1090909,13634,9816,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-20,PS5 Pro Launch Global,snap_ad_acct_0101,307.10,1090909,7586,5462,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-21,PS5 Pro Launch Global,snap_ad_acct_0101,277.81,1090909,14204,10227,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-22,PS5 Pro Launch Global,snap_ad_acct_0101,261.50,1254545,14404,10371,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-24,PS5 Pro Launch Global,snap_ad_acct_0101,199.38,1090909,10771,7755,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-26,PS5 Pro Launch Global,snap_ad_acct_0101,241.91,1090909,8116,5844,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-27,PS5 Pro Launch Global,snap_ad_acct_0101,321.36,1090909,8122,5848,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-28,PS5 Pro Launch Global,snap_ad_acct_0101,659.34,2290909,22810,16423,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-11-29,PS5 Pro Launch Global,snap_ad_acct_0101,597.12,2634545,16560,11923,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-11-30,PS5 Pro Launch Global,snap_ad_acct_0101,669.69,2634545,22459,16170,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-01,PS5 Pro Launch Global,snap_ad_acct_0101,656.13,2290909,26639,19180,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-02,PS5 Pro Launch Global,snap_ad_acct_0101,616.03,2290909,21362,15381,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-03,PS5 Pro Launch Global,snap_ad_acct_0101,458.28,2290909,25226,18163,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-04,PS5 Pro Launch Global,snap_ad_acct_0101,434.75,2290909,17367,12504,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-05,PS5 Pro Launch Global,snap_ad_acct_0101,562.55,2290909,15510,11167,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-06,PS5 Pro Launch Global,snap_ad_acct_0101,592.20,2634545,26177,18847,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-07,PS5 Pro Launch Global,snap_ad_acct_0101,486.43,2634545,25698,18503,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-08,PS5 Pro Launch Global,snap_ad_acct_0101,566.83,2290909,18063,13005,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-09,PS5 Pro Launch Global,snap_ad_acct_0101,573.25,2290909,20569,14810,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-10,PS5 Pro Launch Global,snap_ad_acct_0101,442.77,2290909,17810,12823,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-11,PS5 Pro Launch Global,snap_ad_acct_0101,597.84,2290909,12463,8973,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-12,PS5 Pro Launch Global,snap_ad_acct_0101,633.14,2290909,15549,11195,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-13,PS5 Pro Launch Global,snap_ad_acct_0101,606.35,2634545,27115,19523,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-14,PS5 Pro Launch Global,snap_ad_acct_0101,451.99,2634545,24887,17919,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-15,PS5 Pro Launch Global,snap_ad_acct_0101,560.95,2290909,12321,8871,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-11-01,PS5 Pro Launch Global,snap_ad_acct_0101,336.18,1254545,18316,13188,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-02,PS5 Pro Launch Global,snap_ad_acct_0101,233.10,1254545,16676,12007,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-03,PS5 Pro Launch Global,snap_ad_acct_0101,304.29,1090909,16424,11825,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-04,PS5 Pro Launch Global,snap_ad_acct_0101,301.49,1090909,10754,7743,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-05,PS5 Pro Launch Global,snap_ad_acct_0101,279.09,1090909,9715,6995,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-06,PS5 Pro Launch Global,snap_ad_acct_0101,218.99,1090909,12253,8822,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-07,PS5 Pro Launch Global,snap_ad_acct_0101,695.88,3490909,43868,31585,1675636,13265454200,2026-05-04 11:41:56.965000-07:00
2025-11-08,PS5 Pro Launch Global,snap_ad_acct_0101,273.22,1254545,18120,13046,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-09,PS5 Pro Launch Global,snap_ad_acct_0101,290.79,1254545,16087,11583,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-10,PS5 Pro Launch Global,snap_ad_acct_0101,238.85,1090909,11642,8382,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-11,PS5 Pro Launch Global,snap_ad_acct_0101,180.03,1090909,13348,9611,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-12,PS5 Pro Launch Global,snap_ad_acct_0101,320.34,1090909,14526,10459,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-13,PS5 Pro Launch Global,snap_ad_acct_0101,206.51,1090909,9171,6603,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-14,PS5 Pro Launch Global,snap_ad_acct_0101,179.01,1090909,8308,5982,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-15,PS5 Pro Launch Global,snap_ad_acct_0101,263.55,1254545,15262,10989,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-16,PS5 Pro Launch Global,snap_ad_acct_0101,360.48,1254545,17664,12718,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-17,PS5 Pro Launch Global,snap_ad_acct_0101,266.35,1090909,12367,8904,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-18,PS5 Pro Launch Global,snap_ad_acct_0101,291.56,1090909,11593,8347,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-19,PS5 Pro Launch Global,snap_ad_acct_0101,327.72,1090909,14754,10623,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-20,PS5 Pro Launch Global,snap_ad_acct_0101,251.84,1090909,14524,10457,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-21,PS5 Pro Launch Global,snap_ad_acct_0101,275.01,1090909,8614,6202,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-22,PS5 Pro Launch Global,snap_ad_acct_0101,219.92,1254545,14717,10596,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-24,PS5 Pro Launch Global,snap_ad_acct_0101,290.54,1090909,9792,7050,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-26,PS5 Pro Launch Global,snap_ad_acct_0101,223.06,1090909,12742,9174,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-27,PS5 Pro Launch Global,snap_ad_acct_0101,266.10,1090909,13046,9393,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-28,PS5 Pro Launch Global,snap_ad_acct_0101,542.77,2290909,27480,19786,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-11-29,PS5 Pro Launch Global,snap_ad_acct_0101,713.35,2634545,20035,14425,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-11-30,PS5 Pro Launch Global,snap_ad_acct_0101,688.14,2634545,25696,18501,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-01,PS5 Pro Launch Global,snap_ad_acct_0101,553.46,2290909,19848,14291,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-02,PS5 Pro Launch Global,snap_ad_acct_0101,434.21,2290909,20673,14885,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-03,PS5 Pro Launch Global,snap_ad_acct_0101,640.62,2290909,17897,12886,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-04,PS5 Pro Launch Global,snap_ad_acct_0101,471.11,2290909,26303,18938,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-05,PS5 Pro Launch Global,snap_ad_acct_0101,527.26,2290909,14343,10327,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-06,PS5 Pro Launch Global,snap_ad_acct_0101,564.53,2634545,18969,13658,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-07,PS5 Pro Launch Global,snap_ad_acct_0101,436.62,2634545,22697,16342,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-08,PS5 Pro Launch Global,snap_ad_acct_0101,422.98,2290909,14354,10335,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-09,PS5 Pro Launch Global,snap_ad_acct_0101,522.98,2290909,18655,13432,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-10,PS5 Pro Launch Global,snap_ad_acct_0101,417.64,2290909,15289,11008,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-11,PS5 Pro Launch Global,snap_ad_acct_0101,491.96,2290909,12930,9310,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-12,PS5 Pro Launch Global,snap_ad_acct_0101,602.12,2290909,15703,11306,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-12-13,PS5 Pro Launch Global,snap_ad_acct_0101,465.52,2634545,20817,14988,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-14,PS5 Pro Launch Global,snap_ad_acct_0101,597.12,2634545,20048,14435,1264582,10011271000,2026-05-04 11:41:56.965000-07:00
2025-12-15,PS5 Pro Launch Global,snap_ad_acct_0101,490.89,2290909,17220,12398,1099636,8705454200,2026-05-04 11:41:56.965000-07:00
2025-11-01,PS5 Pro Launch Global,snap_ad_acct_0101,224.61,1254545,11291,8130,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-02,PS5 Pro Launch Global,snap_ad_acct_0101,275.56,1254545,15556,11200,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-03,PS5 Pro Launch Global,snap_ad_acct_0101,279.09,1090909,15350,11052,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-04,PS5 Pro Launch Global,snap_ad_acct_0101,270.94,1090909,14267,10272,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-05,PS5 Pro Launch Global,snap_ad_acct_0101,231.98,1090909,14995,10796,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-06,PS5 Pro Launch Global,snap_ad_acct_0101,233.76,1090909,15081,10858,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-07,PS5 Pro Launch Global,snap_ad_acct_0101,766.77,3490909,38883,27996,1675636,13265454200,2026-05-04 11:41:56.965000-07:00
2025-11-08,PS5 Pro Launch Global,snap_ad_acct_0101,317.73,1254545,17646,12705,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-09,PS5 Pro Launch Global,snap_ad_acct_0101,258.57,1254545,14091,10146,602182,4767271000,2026-05-04 11:41:56.965000-07:00
2025-11-10,PS5 Pro Launch Global,snap_ad_acct_0101,293.35,1090909,12553,9038,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-11,PS5 Pro Launch Global,snap_ad_acct_0101,194.54,1090909,10839,7804,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-12,PS5 Pro Launch Global,snap_ad_acct_0101,195.82,1090909,12735,9169,523636,4145454200,2026-05-04 11:41:56.965000-07:00
2025-11-13,PS5 Pro Launch Global,snap_ad_acct_0101,211.10,1090909,9171,6603,523636,4145454200,2026-05-04 11:41:56.965000-07:00
