DATE_DAY,TITLE_ID,EVENT_TYPE,EVENT_COUNT,REVENUE_USD
2025-11-02,8,VIEW,384,0.00
2025-11-02,8,WISHLIST,145,0.00
2025-11-02,8,PURCHASE,18,789.49
2025-11-02,10,PREORDER,9,572.08
2025-11-02,10,ADD_TO_CART,18,0.00
2025-11-02,10,VIEW,392,0.00
2025-11-02,10,WISHLIST,46,0.00
2025-11-02,10,PURCHASE,43,2385.26
2025-11-02,12,PREORDER,12,522.61
2025-11-02,12,ADD_TO_CART,28,0.00
2025-11-02,12,VIEW,713,0.00
2025-11-02,12,WISHLIST,100,0.00
2025-11-02,12,PURCHASE,30,1568.48
2025-11-02,14,PREORDER,8,992.03
2025-11-02,14,ADD_TO_CART,46,0.00
2025-11-02,14,VIEW,465,0.00
2025-11-02,14,WISHLIST,70,0.00
2025-11-02,14,PURCHASE,12,2110.20
2025-11-02,16,PREORDER,4,837.12
2025-11-02,16,ADD_TO_CART,48,0.00
2025-11-02,16,VIEW,467,0.00
2025-11-02,16,WISHLIST,138,0.00
2025-11-02,16,PURCHASE,40,2122.80
2025-11-02,18,PREORDER,10,968.70
2025-11-02,18,ADD_TO_CART,38,0.00
2025-11-02,18,VIEW,900,0.00
2025-11-02,18,WISHLIST,107,0.00
2025-11-02,18,PURCHASE,20,1333.31
2025-11-02,20,PREORDER,6,335.03
2025-11-02,20,ADD_TO_CART,93,0.00
2025-11-02,20,VIEW,1194,0.00
2025-11-02,20,WISHLIST,110,0.00
2025-11-02,20,PURCHASE,25,1881.33
2025-11-02,22,PREORDER,13,490.88
2025-11-02,22,ADD_TO_CART,87,0.00
2025-11-02,22,VIEW,625,0.00
2025-11-02,22,WISHLIST,77,0.00
2025-11-02,22,PURCHASE,42,1093.94
2025-11-02,24,PREORDER,11,756.86
2025-11-02,24,ADD_TO_CART,90,0.00
2025-11-02,24,VIEW,1210,0.00
2025-11-02,24,WISHLIST,75,0.00
2025-11-02,24,PURCHASE,44,1715.45
2025-11-02,26,PREORDER,5,1059.23
2025-11-02,26,ADD_TO_CART,61,0.00
2025-11-02,26,VIEW,840,0.00
2025-11-02,26,WISHLIST,116,0.00
2025-11-02,26,PURCHASE,25,1870.83
2025-11-02,28,PREORDER,13,432.09
2025-11-02,28,ADD_TO_CART,26,0.00
2025-11-02,28,VIEW,341,0.00
2025-11-02,28,WISHLIST,80,0.00
2025-11-02,28,PURCHASE,29,1532.78
2025-11-02,30,PREORDER,5,555.28
2025-11-02,30,ADD_TO_CART,38,0.00
2025-11-02,30,VIEW,809,0.00
2025-11-02,30,WISHLIST,58,0.00
2025-11-02,30,PURCHASE,39,2397.86
2025-11-03,1,PREORDER,11,893.11
2025-11-03,1,ADD_TO_CART,20,0.00
2025-11-03,1,VIEW,789,0.00
2025-11-03,1,WISHLIST,49,0.00
2025-11-03,1,PURCHASE,43,1238.82
2025-11-03,3,PREORDER,7,539.41
2025-11-03,3,ADD_TO_CART,38,0.00
2025-11-03,3,VIEW,379,0.00
2025-11-03,3,WISHLIST,114,0.00
2025-11-03,3,PURCHASE,41,2322.27
2025-11-03,5,PREORDER,15,328.50
2025-11-03,5,ADD_TO_CART,38,0.00
2025-11-03,5,VIEW,394,0.00
2025-11-03,5,WISHLIST,105,0.00
2025-11-03,5,PURCHASE,15,2496.54
2025-11-03,7,PREORDER,7,669.13
2025-11-03,7,ADD_TO_CART,67,0.00
2025-11-03,7,VIEW,892,0.00
2025-11-03,7,WISHLIST,142,0.00
2025-11-03,7,PURCHASE,30,1959.02
2025-11-03,9,PREORDER,7,472.22
2025-11-03,9,ADD_TO_CART,28,0.00
2025-11-03,9,VIEW,553,0.00
2025-11-03,9,WISHLIST,47,0.00
2025-11-03,9,PURCHASE,33,915.47
2025-11-03,11,PREORDER,3,809.12
2025-11-03,11,ADD_TO_CART,53,0.00
2025-11-03,11,VIEW,667,0.00
2025-11-03,11,WISHLIST,42,0.00
2025-11-03,11,PURCHASE,19,1310.21
2025-11-03,13,PREORDER,8,1075.09
2025-11-03,13,ADD_TO_CART,49,0.00
2025-11-03,13,VIEW,613,0.00
2025-11-03,13,WISHLIST,48,0.00
2025-11-03,13,PURCHASE,12,1770.05
2025-11-03,15,PREORDER,7,847.38
2025-11-03,15,ADD_TO_CART,23,0.00
2025-11-03,15,VIEW,613,0.00
2025-11-03,15,WISHLIST,62,0.00
2025-11-03,15,PURCHASE,9,2160.59
2025-11-03,17,PREORDER,4,684.06
2025-11-03,17,ADD_TO_CART,49,0.00
2025-11-03,17,VIEW,633,0.00
2025-11-03,17,WISHLIST,102,0.00
2025-11-03,17,PURCHASE,28,1956.92
2025-11-03,19,PREORDER,13,284.64
2025-11-03,19,ADD_TO_CART,76,0.00
2025-11-03,19,VIEW,572,0.00
2025-11-03,19,WISHLIST,156,0.00
2025-11-03,19,PURCHASE,28,1423.60
2025-11-03,21,PREORDER,14,573.94
2025-11-03,21,ADD_TO_CART,38,0.00
2025-11-03,21,VIEW,294,0.00
2025-11-03,21,WISHLIST,58,0.00
2025-11-03,21,PURCHASE,45,961.66
2025-11-03,23,PREORDER,6,1107.76
2025-11-03,23,ADD_TO_CART,30,0.00
2025-11-03,23,VIEW,873,0.00
2025-11-03,23,WISHLIST,42,0.00
2025-11-03,23,PURCHASE,30,1503.39
2025-11-03,25,PREORDER,9,700.86
2025-11-03,25,ADD_TO_CART,16,0.00
2025-11-03,25,VIEW,366,0.00
2025-11-03,25,WISHLIST,111,0.00
2025-11-03,25,PURCHASE,32,1849.84
2025-11-03,27,PREORDER,10,728.86
2025-11-03,27,ADD_TO_CART,29,0.00
2025-11-03,27,VIEW,635,0.00
2025-11-03,27,WISHLIST,81,0.00
2025-11-03,27,PURCHASE,10,2265.58
2025-11-03,29,PREORDER,5,761.52
2025-11-03,29,ADD_TO_CART,27,0.00
2025-11-03,29,VIEW,464,0.00
2025-11-03,29,WISHLIST,73,0.00
2025-11-03,29,PURCHASE,21,741.19
2025-11-04,2,PREORDER,9,413.43
2025-11-04,2,ADD_TO_CART,47,0.00
2025-11-04,2,VIEW,459,0.00
2025-11-04,2,WISHLIST,96,0.00
2025-11-04,2,PURCHASE,26,2080.80
2025-11-04,4,PREORDER,14,620.60
2025-11-04,4,ADD_TO_CART,34,0.00
2025-11-04,4,VIEW,835,0.00
2025-11-04,4,WISHLIST,146,0.00
2025-11-04,4,PURCHASE,13,1555.88
2025-11-04,6,PREORDER,9,811.92
2025-11-04,6,ADD_TO_CART,25,0.00
2025-11-04,6,VIEW,514,0.00
2025-11-04,6,WISHLIST,45,0.00
2025-11-04,6,PURCHASE,36,2114.40
2025-11-04,8,PREORDER,5,307.97
2025-11-04,8,ADD_TO_CART,78,0.00
2025-11-04,8,VIEW,834,0.00
2025-11-04,8,WISHLIST,125,0.00
2025-11-04,8,PURCHASE,38,653.01
2025-11-04,10,PREORDER,9,424.62
2025-11-04,10,ADD_TO_CART,28,0.00
2025-11-04,10,VIEW,719,0.00
2025-11-04,10,WISHLIST,72,0.00
2025-11-04,10,PURCHASE,10,2496.54
2025-11-04,12,PREORDER,9,1002.30
2025-11-04,12,ADD_TO_CART,29,0.00
2025-11-04,12,VIEW,196,0.00
2025-11-04,12,WISHLIST,47,0.00
2025-11-04,12,PURCHASE,29,829.38
2025-11-04,14,PREORDER,4,549.68
2025-11-04,14,ADD_TO_CART,21,0.00
2025-11-04,14,VIEW,449,0.00
2025-11-04,14,WISHLIST,40,0.00
2025-11-04,14,PURCHASE,25,1606.27
2025-11-04,16,PREORDER,8,771.79
2025-11-04,16,ADD_TO_CART,45,0.00
2025-11-04,16,VIEW,259,0.00
2025-11-04,16,WISHLIST,39,0.00
2025-11-04,16,PURCHASE,14,999.46
2025-11-04,18,PREORDER,11,1025.63
2025-11-04,18,ADD_TO_CART,37,0.00
2025-11-04,18,VIEW,575,0.00
2025-11-04,18,WISHLIST,68,0.00
2025-11-04,18,PURCHASE,13,1312.31
2025-11-04,20,PREORDER,11,939.77
2025-11-04,20,ADD_TO_CART,75,0.00
2025-11-04,20,VIEW,791,0.00
2025-11-04,20,WISHLIST,84,0.00
2025-11-04,20,PURCHASE,28,638.31
2025-11-04,22,PREORDER,4,942.57
2025-11-04,22,ADD_TO_CART,62,0.00
2025-11-04,22,VIEW,793,0.00
2025-11-04,22,WISHLIST,69,0.00
2025-11-04,22,PURCHASE,23,2175.29
2025-11-04,24,PREORDER,7,373.30
2025-11-04,24,ADD_TO_CART,22,0.00
2025-11-04,24,VIEW,530,0.00
2025-11-04,24,WISHLIST,144,0.00
2025-11-04,24,PURCHASE,47,1180.03
2025-11-04,26,PREORDER,3,461.95
2025-11-04,26,ADD_TO_CART,25,0.00
2025-11-04,26,VIEW,549,0.00
2025-11-04,26,WISHLIST,63,0.00
2025-11-04,26,PURCHASE,9,1492.89
2025-11-04,28,PREORDER,3,313.57
2025-11-04,28,ADD_TO_CART,35,0.00
2025-11-04,28,VIEW,683,0.00
2025-11-04,28,WISHLIST,104,0.00
2025-11-04,28,PURCHASE,17,835.68
2025-11-04,30,PREORDER,6,339.70
2025-11-04,30,ADD_TO_CART,15,0.00
2025-11-04,30,VIEW,710,0.00
2025-11-04,30,WISHLIST,98,0.00
2025-11-04,30,PURCHASE,28,2305.47
2025-11-05,1,PREORDER,5,294.90
2025-11-05,1,ADD_TO_CART,49,0.00
2025-11-05,1,VIEW,817,0.00
2025-11-05,1,WISHLIST,84,0.00
2025-11-05,1,PURCHASE,43,632.01
2025-11-05,3,PREORDER,14,1067.63
2025-11-05,3,ADD_TO_CART,38,0.00
2025-11-05,3,VIEW,930,0.00
2025-11-05,3,WISHLIST,98,0.00
2025-11-05,3,PURCHASE,50,650.91
2025-11-05,5,PREORDER,12,1095.62
2025-11-05,5,ADD_TO_CART,66,0.00
2025-11-05,5,VIEW,470,0.00
2025-11-05,5,WISHLIST,155,0.00
2025-11-05,5,PURCHASE,31,2007.31
2025-11-05,7,PREORDER,10,846.45
2025-11-05,7,ADD_TO_CART,23,0.00
2025-11-05,7,VIEW,281,0.00
2025-11-05,7,WISHLIST,50,0.00
2025-11-05,7,PURCHASE,32,2284.47
2025-11-05,9,PREORDER,6,604.74
2025-11-05,9,ADD_TO_CART,24,0.00
2025-11-05,9,VIEW,261,0.00
2025-11-05,9,WISHLIST,104,0.00
2025-11-05,9,PURCHASE,37,1033.05
2025-11-05,11,PREORDER,9,776.46
2025-11-05,11,ADD_TO_CART,18,0.00
2025-11-05,11,VIEW,698,0.00
2025-11-05,11,WISHLIST,70,0.00
2025-11-05,11,PURCHASE,33,1308.11
2025-11-05,13,PREORDER,7,995.77
2025-11-05,13,ADD_TO_CART,25,0.00
2025-11-05,13,VIEW,503,0.00
2025-11-05,13,WISHLIST,66,0.00
2025-11-05,13,PURCHASE,24,2357.96
2025-11-05,15,PREORDER,8,1055.49
2025-11-05,15,ADD_TO_CART,51,0.00
2025-11-05,15,VIEW,298,0.00
2025-11-05,15,WISHLIST,65,0.00
2025-11-05,15,PURCHASE,24,1299.71
2025-11-05,17,PREORDER,8,790.45
2025-11-05,17,ADD_TO_CART,52,0.00
2025-11-05,17,VIEW,410,0.00
2025-11-05,17,WISHLIST,56,0.00
2025-11-05,17,PURCHASE,22,1138.04
2025-11-05,19,PREORDER,5,500.22
2025-11-05,19,ADD_TO_CART,51,0.00
2025-11-05,19,VIEW,659,0.00
2025-11-05,19,WISHLIST,90,0.00
2025-11-05,19,PURCHASE,21,1717.55
2025-11-05,21,PREORDER,15,313.57
2025-11-05,21,ADD_TO_CART,61,0.00
2025-11-05,21,VIEW,666,0.00
2025-11-05,21,WISHLIST,56,0.00
2025-11-05,21,PURCHASE,15,795.79
2025-11-05,23,PREORDER,15,915.51
2025-11-05,23,ADD_TO_CART,55,0.00
2025-11-05,23,VIEW,549,0.00
2025-11-05,23,WISHLIST,48,0.00
2025-11-05,23,PURCHASE,16,1257.72
2025-11-05,25,PREORDER,11,285.57
2025-11-05,25,ADD_TO_CART,20,0.00
2025-11-05,25,VIEW,661,0.00
2025-11-05,25,WISHLIST,99,0.00
2025-11-05,25,PURCHASE,34,2099.70
2025-11-05,27,PREORDER,8,744.73
2025-11-05,27,ADD_TO_CART,36,0.00
2025-11-05,27,VIEW,320,0.00
2025-11-05,27,WISHLIST,109,0.00
2025-11-05,27,PURCHASE,31,2303.37
2025-11-05,29,PREORDER,8,1046.16
2025-11-05,29,ADD_TO_CART,28,0.00
2025-11-05,29,VIEW,320,0.00
2025-11-05,29,WISHLIST,75,0.00
2025-11-05,29,PURCHASE,13,1994.72
2025-11-06,2,PREORDER,11,317.30
2025-11-06,2,ADD_TO_CART,52,0.00
2025-11-06,2,VIEW,962,0.00
2025-11-06,2,WISHLIST,47,0.00
2025-11-06,2,PURCHASE,30,844.08
2025-11-06,4,PREORDER,5,1087.22
2025-11-06,4,ADD_TO_CART,31,0.00
2025-11-06,4,VIEW,667,0.00
2025-11-06,4,WISHLIST,52,0.00
2025-11-06,4,PURCHASE,30,1366.90
2025-11-06,6,PREORDER,7,601.94
2025-11-06,6,ADD_TO_CART,63,0.00
2025-11-06,6,VIEW,908,0.00
2025-11-06,6,WISHLIST,122,0.00
2025-11-06,6,PURCHASE,42,1742.75
2025-11-06,8,PREORDER,10,512.35
2025-11-06,8,ADD_TO_CART,62,0.00
2025-11-06,8,VIEW,587,0.00
2025-11-06,8,WISHLIST,67,0.00
2025-11-06,8,PURCHASE,40,2143.79
2025-11-06,10,PREORDER,5,833.38
2025-11-06,10,ADD_TO_CART,55,0.00
2025-11-06,10,VIEW,683,0.00
2025-11-06,10,WISHLIST,90,0.00
2025-11-06,10,PURCHASE,16,1450.89
2025-11-06,12,PREORDER,10,352.76
2025-11-06,12,ADD_TO_CART,42,0.00
2025-11-06,12,VIEW,659,0.00
2025-11-06,12,WISHLIST,84,0.00
2025-11-06,12,PURCHASE,23,1883.43
2025-11-06,14,PREORDER,11,414.36
2025-11-06,14,ADD_TO_CART,51,0.00
2025-11-06,14,VIEW,499,0.00
2025-11-06,14,WISHLIST,84,0.00
2025-11-06,14,PURCHASE,33,1249.32
2025-11-06,16,PREORDER,8,671.93
2025-11-06,16,ADD_TO_CART,40,0.00
2025-11-06,16,VIEW,354,0.00
2025-11-06,16,WISHLIST,48,0.00
2025-11-06,16,PURCHASE,23,1980.02
2025-11-06,18,PREORDER,11,980.84
2025-11-06,18,ADD_TO_CART,15,0.00
2025-11-06,18,VIEW,565,0.00
2025-11-06,18,WISHLIST,70,0.00
2025-11-06,18,PURCHASE,17,730.70
2025-11-06,20,PREORDER,6,648.60
2025-11-06,20,ADD_TO_CART,73,0.00
2025-11-06,20,VIEW,468,0.00
2025-11-06,20,WISHLIST,115,0.00
2025-11-06,20,PURCHASE,45,793.69
2025-11-06,22,PREORDER,10,1014.43
2025-11-06,22,ADD_TO_CART,23,0.00
2025-11-06,22,VIEW,845,0.00
2025-11-06,22,WISHLIST,132,0.00
2025-11-06,22,PURCHASE,39,2034.61
2025-11-06,24,PREORDER,10,597.27
2025-11-06,24,ADD_TO_CART,41,0.00
2025-11-06,24,VIEW,686,0.00
2025-11-06,24,WISHLIST,123,0.00
2025-11-06,24,PURCHASE,22,1555.88
2025-11-06,26,PREORDER,10,978.04
2025-11-06,26,ADD_TO_CART,48,0.00
2025-11-06,26,VIEW,582,0.00
2025-11-06,26,WISHLIST,34,0.00
2025-11-06,26,PURCHASE,31,1671.36
2025-11-06,28,PREORDER,9,910.84
2025-11-06,28,ADD_TO_CART,32,0.00
2025-11-06,28,VIEW,522,0.00
2025-11-06,28,WISHLIST,105,0.00
2025-11-06,28,PURCHASE,17,772.69
2025-11-06,30,PREORDER,10,365.83
2025-11-06,30,ADD_TO_CART,18,0.00
2025-11-06,30,VIEW,421,0.00
2025-11-06,30,WISHLIST,79,0.00
2025-11-06,30,PURCHASE,23,1459.29
2025-11-07,1,PREORDER,9,673.80
2025-11-07,1,ADD_TO_CART,75,0.00
2025-11-07,1,VIEW,956,0.00
2025-11-07,1,WISHLIST,88,0.00
2025-11-07,1,PURCHASE,44,1576.87
2025-11-07,3,PREORDER,13,672.87
2025-11-07,3,ADD_TO_CART,61,0.00
2025-11-07,3,VIEW,519,0.00
2025-11-07,3,WISHLIST,136,0.00
2025-11-07,3,PURCHASE,37,2206.78
2025-11-07,5,PREORDER,13,643.00
2025-11-07,5,ADD_TO_CART,47,0.00
2025-11-07,5,VIEW,549,0.00
2025-11-07,5,WISHLIST,150,0.00
2025-11-07,5,PURCHASE,17,701.30
2025-11-07,7,PREORDER,9,973.37
2025-11-07,7,ADD_TO_CART,38,0.00
2025-11-07,7,VIEW,616,0.00
2025-11-07,7,WISHLIST,156,0.00
2025-11-07,7,PURCHASE,19,648.81
2025-11-07,9,PREORDER,8,400.36
2025-11-07,9,ADD_TO_CART,74,0.00
2025-11-07,9,VIEW,650,0.00
2025-11-07,9,WISHLIST,85,0.00
2025-11-07,9,PURCHASE,50,896.57
2025-11-07,11,PREORDER,5,452.62
2025-11-07,11,ADD_TO_CART,47,0.00
2025-11-07,11,VIEW,214,0.00
2025-11-07,11,WISHLIST,91,0.00
2025-11-07,11,PURCHASE,32,1442.49
2025-11-07,13,PREORDER,3,962.17
2025-11-07,13,ADD_TO_CART,28,0.00
2025-11-07,13,VIEW,276,0.00
2025-11-07,13,WISHLIST,91,0.00
2025-11-07,13,PURCHASE,24,732.80
2025-11-07,15,PREORDER,6,688.73
2025-11-07,15,ADD_TO_CART,29,0.00
2025-11-07,15,VIEW,676,0.00
2025-11-07,15,WISHLIST,53,0.00
2025-11-07,15,PURCHASE,25,1217.83
2025-11-07,17,PREORDER,10,1104.02
2025-11-07,17,ADD_TO_CART,43,0.00
2025-11-07,17,VIEW,399,0.00
2025-11-07,17,WISHLIST,80,0.00
2025-11-07,17,PURCHASE,9,1100.24
2025-11-07,19,PREORDER,13,533.81
2025-11-07,19,ADD_TO_CART,47,0.00
2025-11-07,19,VIEW,273,0.00
2025-11-07,19,WISHLIST,155,0.00
2025-11-07,19,PURCHASE,39,1144.34
2025-11-07,21,PREORDER,13,381.70
2025-11-07,21,ADD_TO_CART,34,0.00
2025-11-07,21,VIEW,751,0.00
2025-11-07,21,WISHLIST,126,0.00
2025-11-07,21,PURCHASE,35,2332.77
2025-11-07,23,PREORDER,10,316.37
2025-11-07,23,ADD_TO_CART,28,0.00
2025-11-07,23,VIEW,713,0.00
2025-11-07,23,WISHLIST,134,0.00
2025-11-07,23,PURCHASE,14,854.58
2025-11-07,25,PREORDER,10,829.65
2025-11-07,25,ADD_TO_CART,30,0.00
2025-11-07,25,VIEW,523,0.00
2025-11-07,25,WISHLIST,61,0.00
2025-11-07,25,PURCHASE,26,1564.28
2025-11-07,27,PREORDER,3,892.18
2025-11-07,27,ADD_TO_CART,26,0.00
2025-11-07,27,VIEW,506,0.00
2025-11-07,27,WISHLIST,69,0.00
2025-11-07,27,PURCHASE,9,1089.74
2025-11-07,29,PREORDER,5,475.02
2025-11-07,29,ADD_TO_CART,28,0.00
2025-11-07,29,VIEW,700,0.00
2025-11-07,29,WISHLIST,106,0.00
2025-11-07,29,PURCHASE,33,997.36
2025-11-08,2,PREORDER,7,831.52
2025-11-08,2,ADD_TO_CART,48,0.00
2025-11-08,2,VIEW,1260,0.00
2025-11-08,2,WISHLIST,191,0.00
2025-11-08,2,PURCHASE,39,2032.51
2025-11-08,4,PREORDER,12,555.28
2025-11-08,4,ADD_TO_CART,44,0.00
2025-11-08,4,VIEW,716,0.00
2025-11-08,4,WISHLIST,86,0.00
2025-11-08,4,PURCHASE,49,1904.43
2025-11-08,6,PREORDER,17,701.80
2025-11-08,6,ADD_TO_CART,35,0.00
2025-11-08,6,VIEW,1254,0.00
2025-11-08,6,WISHLIST,96,0.00
2025-11-08,6,PURCHASE,58,2116.50
2025-11-08,8,PREORDER,8,742.86
2025-11-08,8,ADD_TO_CART,25,0.00
2025-11-08,8,VIEW,322,0.00
2025-11-08,8,WISHLIST,123,0.00
2025-11-08,8,PURCHASE,18,2425.15
2025-11-08,10,PREORDER,7,961.24
2025-11-08,10,ADD_TO_CART,35,0.00
2025-11-08,10,VIEW,836,0.00
2025-11-08,10,WISHLIST,52,0.00
2025-11-08,10,PURCHASE,35,1343.81
2025-11-08,12,PREORDER,5,810.05
2025-11-08,12,ADD_TO_CART,56,0.00
2025-11-08,12,VIEW,255,0.00
2025-11-08,12,WISHLIST,50,0.00
2025-11-08,12,PURCHASE,25,711.80
2025-11-08,14,PREORDER,10,756.86
2025-11-08,14,ADD_TO_CART,39,0.00
2025-11-08,14,VIEW,386,0.00
2025-11-08,14,WISHLIST,100,0.00
2025-11-08,14,PURCHASE,22,2439.85
2025-11-08,16,PREORDER,7,853.91
2025-11-08,16,ADD_TO_CART,53,0.00
2025-11-08,16,VIEW,455,0.00
2025-11-08,16,WISHLIST,79,0.00
2025-11-08,16,PURCHASE,38,1541.18
2025-11-08,18,PREORDER,14,1003.23
2025-11-08,18,ADD_TO_CART,41,0.00
2025-11-08,18,VIEW,431,0.00
2025-11-08,18,WISHLIST,75,0.00
2025-11-08,18,PURCHASE,43,2206.78
2025-11-08,20,PREORDER,19,334.10
2025-11-08,20,ADD_TO_CART,52,0.00
2025-11-08,20,VIEW,441,0.00
2025-11-08,20,WISHLIST,118,0.00
2025-11-08,20,PURCHASE,27,1169.53
2025-11-08,22,PREORDER,18,369.56
2025-11-08,22,ADD_TO_CART,42,0.00
2025-11-08,22,VIEW,518,0.00
2025-11-08,22,WISHLIST,124,0.00
2025-11-08,22,PURCHASE,28,736.99
2025-11-08,24,PREORDER,8,346.23
2025-11-08,24,ADD_TO_CART,69,0.00
2025-11-08,24,VIEW,734,0.00
2025-11-08,24,WISHLIST,176,0.00
2025-11-08,24,PURCHASE,46,827.28
2025-11-08,26,PREORDER,8,594.47
2025-11-08,26,ADD_TO_CART,38,0.00
2025-11-08,26,VIEW,406,0.00
2025-11-08,26,WISHLIST,65,0.00
2025-11-08,26,PURCHASE,29,1070.85
2025-11-08,28,PREORDER,10,913.64
2025-11-08,28,ADD_TO_CART,20,0.00
2025-11-08,28,VIEW,279,0.00
2025-11-08,28,WISHLIST,134,0.00
2025-11-08,28,PURCHASE,32,902.87
2025-11-08,30,PREORDER,9,795.12
2025-11-08,30,ADD_TO_CART,31,0.00
2025-11-08,30,VIEW,317,0.00
2025-11-08,30,WISHLIST,137,0.00
2025-11-08,30,PURCHASE,18,1234.62
2025-11-09,1,PREORDER,19,763.39
2025-11-09,1,ADD_TO_CART,48,0.00
2025-11-09,1,VIEW,880,0.00
2025-11-09,1,WISHLIST,186,0.00
2025-11-09,1,PURCHASE,18,2213.08
2025-11-09,3,PREORDER,11,967.77
2025-11-09,3,ADD_TO_CART,70,0.00
2025-11-09,3,VIEW,336,0.00
2025-11-09,3,WISHLIST,157,0.00
2025-11-09,3,PURCHASE,52,1398.40
2025-11-09,5,PREORDER,18,306.10
2025-11-09,5,ADD_TO_CART,87,0.00
2025-11-09,5,VIEW,732,0.00
2025-11-09,5,WISHLIST,100,0.00
2025-11-09,5,PURCHASE,28,1079.25
2025-11-09,7,PREORDER,5,878.18
2025-11-09,7,ADD_TO_CART,51,0.00
2025-11-09,7,VIEW,626,0.00
2025-11-09,7,WISHLIST,70,0.00
2025-11-09,7,PURCHASE,45,2099.70
2025-11-09,9,PREORDER,15,954.70
2025-11-09,9,ADD_TO_CART,64,0.00
2025-11-09,9,VIEW,821,0.00
2025-11-09,9,WISHLIST,162,0.00
2025-11-09,9,PURCHASE,17,2444.05
2025-11-09,11,PREORDER,11,893.11
