REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,FLIGHT_ID,PLACEMENT,COMPLETED_VIEWS,AVG_FREQUENCY,DAYPART,LOADED_AT
2025-12-13,PS5 Pro Launch Global,ROKU_0101,4556.82,2415000,16837,RFL_101_202512,CHANNEL_STORE,2270100,1.56,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-14,PS5 Pro Launch Global,ROKU_0101,3041.78,2415000,16951,RFL_101_202512,CHANNEL_STORE,2270100,1.59,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-15,PS5 Pro Launch Global,ROKU_0101,3064.97,2100000,17010,RFL_101_202512,CHANNEL_STORE,1974000,1.62,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-01,PS5 Pro Launch Global,ROKU_0101,1494.83,1150000,17250,RFL_101_202511,CHANNEL_STORE,1081000,1.34,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-02,PS5 Pro Launch Global,ROKU_0101,1719.24,1150000,9355,RFL_101_202511,CHANNEL_STORE,1081000,1.60,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-03,PS5 Pro Launch Global,ROKU_0101,1428.87,1000000,8069,RFL_101_202511,CHANNEL_STORE,940000,1.19,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-04,PS5 Pro Launch Global,ROKU_0101,1540.15,1000000,14835,RFL_101_202511,CHANNEL_STORE,940000,1.39,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-05,PS5 Pro Launch Global,ROKU_0101,1801.41,1000000,8518,RFL_101_202511,CHANNEL_STORE,940000,1.55,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-06,PS5 Pro Launch Global,ROKU_0101,2017.51,1000000,11904,RFL_101_202511,CHANNEL_STORE,940000,1.42,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-07,PS5 Pro Launch Global,ROKU_0101,4510.46,3200000,38385,RFL_101_202511,CHANNEL_STORE,3008000,1.81,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-09,PS5 Pro Launch Global,ROKU_0101,2294.17,1150000,16469,RFL_101_202511,CHANNEL_STORE,1081000,1.48,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-10,PS5 Pro Launch Global,ROKU_0101,1509.51,1000000,10115,RFL_101_202511,CHANNEL_STORE,940000,1.47,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-11,PS5 Pro Launch Global,ROKU_0101,1556.27,1000000,8648,RFL_101_202511,CHANNEL_STORE,940000,1.45,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-12,PS5 Pro Launch Global,ROKU_0101,1585.30,1000000,9576,RFL_101_202511,CHANNEL_STORE,940000,1.73,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-13,PS5 Pro Launch Global,ROKU_0101,1896.56,1000000,8136,RFL_101_202511,CHANNEL_STORE,940000,1.21,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-14,PS5 Pro Launch Global,ROKU_0101,1572.40,1000000,8154,RFL_101_202511,CHANNEL_STORE,940000,1.36,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-15,PS5 Pro Launch Global,ROKU_0101,2286.76,1150000,12152,RFL_101_202511,CHANNEL_STORE,1081000,1.77,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-16,PS5 Pro Launch Global,ROKU_0101,1500.39,1150000,8400,RFL_101_202511,CHANNEL_STORE,1081000,1.43,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-17,PS5 Pro Launch Global,ROKU_0101,1609.49,1000000,10028,RFL_101_202511,CHANNEL_STORE,940000,1.66,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-18,PS5 Pro Launch Global,ROKU_0101,1588.53,1000000,13824,RFL_101_202511,CHANNEL_STORE,940000,1.63,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-19,PS5 Pro Launch Global,ROKU_0101,1153.09,1000000,8560,RFL_101_202511,CHANNEL_STORE,940000,1.20,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-20,PS5 Pro Launch Global,ROKU_0101,1436.93,1000000,9837,RFL_101_202511,CHANNEL_STORE,940000,1.32,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-21,PS5 Pro Launch Global,ROKU_0101,2062.67,1000000,11256,RFL_101_202511,CHANNEL_STORE,940000,1.32,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-22,PS5 Pro Launch Global,ROKU_0101,2320.14,1150000,8611,RFL_101_202511,CHANNEL_STORE,1081000,1.29,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-24,PS5 Pro Launch Global,ROKU_0101,1667.55,1000000,6936,RFL_101_202511,CHANNEL_STORE,940000,1.36,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-25,PS5 Pro Launch Global,ROKU_0101,1867.53,1000000,8888,RFL_101_202511,CHANNEL_STORE,940000,1.81,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-26,PS5 Pro Launch Global,ROKU_0101,1859.47,1000000,9120,RFL_101_202511,CHANNEL_STORE,940000,1.47,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-27,PS5 Pro Launch Global,ROKU_0101,1953.00,1000000,7999,RFL_101_202511,CHANNEL_STORE,940000,1.76,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-28,PS5 Pro Launch Global,ROKU_0101,3992.93,2100000,13830,RFL_101_202511,CHANNEL_STORE,1974000,1.39,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-29,PS5 Pro Launch Global,ROKU_0101,3513.04,2415000,28298,RFL_101_202511,CHANNEL_STORE,2270100,1.72,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-30,PS5 Pro Launch Global,ROKU_0101,4981.35,2415000,19660,RFL_101_202511,CHANNEL_STORE,2270100,1.20,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-12-01,PS5 Pro Launch Global,ROKU_0101,4087.76,2100000,21546,RFL_101_202512,CHANNEL_STORE,1974000,1.18,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-02,PS5 Pro Launch Global,ROKU_0101,3234.31,2100000,16266,RFL_101_202512,CHANNEL_STORE,1974000,1.56,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-03,PS5 Pro Launch Global,ROKU_0101,2909.19,2100000,19999,RFL_101_202512,CHANNEL_STORE,1974000,1.39,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-12-05,PS5 Pro Launch Global,ROKU_0101,3024.33,2100000,23238,RFL_101_202512,CHANNEL_STORE,1974000,1.62,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-06,PS5 Pro Launch Global,ROKU_0101,3902.51,2415000,24169,RFL_101_202512,CHANNEL_STORE,2270100,1.80,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-07,PS5 Pro Launch Global,ROKU_0101,4436.08,2415000,17195,RFL_101_202512,CHANNEL_STORE,2270100,1.44,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-12-09,PS5 Pro Launch Global,ROKU_0101,2882.09,2100000,11693,RFL_101_202512,CHANNEL_STORE,1974000,1.36,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-10,PS5 Pro Launch Global,ROKU_0101,3285.11,2100000,19649,RFL_101_202512,CHANNEL_STORE,1974000,1.26,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-11,PS5 Pro Launch Global,ROKU_0101,3454.45,2100000,11995,RFL_101_202512,CHANNEL_STORE,1974000,1.64,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-12-12,PS5 Pro Launch Global,ROKU_0101,3281.72,2100000,20604,RFL_101_202512,CHANNEL_STORE,1974000,1.51,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-12-13,PS5 Pro Launch Global,ROKU_0101,4903.45,2415000,18441,RFL_101_202512,CHANNEL_STORE,2270100,1.47,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-14,PS5 Pro Launch Global,ROKU_0101,3929.77,2415000,20595,RFL_101_202512,CHANNEL_STORE,2270100,1.65,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-15,PS5 Pro Launch Global,ROKU_0101,4009.87,2100000,21092,RFL_101_202512,CHANNEL_STORE,1974000,1.23,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-01,PS5 Pro Launch Global,ROKU_0101,2051.22,1150000,10580,RFL_101_202511,CHANNEL_STORE,1081000,1.38,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-02,PS5 Pro Launch Global,ROKU_0101,1346.46,1150000,11294,RFL_101_202511,CHANNEL_STORE,1081000,1.32,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-03,PS5 Pro Launch Global,ROKU_0101,1785.28,1000000,10234,RFL_101_202511,CHANNEL_STORE,940000,1.57,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-04,PS5 Pro Launch Global,ROKU_0101,1438.55,1000000,12005,RFL_101_202511,CHANNEL_STORE,940000,1.79,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-05,PS5 Pro Launch Global,ROKU_0101,1272.44,1000000,15101,RFL_101_202511,CHANNEL_STORE,940000,1.18,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-06,PS5 Pro Launch Global,ROKU_0101,1857.85,1000000,13920,RFL_101_202511,CHANNEL_STORE,940000,1.23,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-07,PS5 Pro Launch Global,ROKU_0101,6517.97,3200000,42345,RFL_101_202511,CHANNEL_STORE,3008000,1.75,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-09,PS5 Pro Launch Global,ROKU_0101,1967.76,1150000,15285,RFL_101_202511,CHANNEL_STORE,1081000,1.81,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-10,PS5 Pro Launch Global,ROKU_0101,1593.37,1000000,11322,RFL_101_202511,CHANNEL_STORE,940000,1.34,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-11,PS5 Pro Launch Global,ROKU_0101,2054.61,1000000,10764,RFL_101_202511,CHANNEL_STORE,940000,1.68,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-12,PS5 Pro Launch Global,ROKU_0101,1969.13,1000000,12586,RFL_101_202511,CHANNEL_STORE,940000,1.20,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-13,PS5 Pro Launch Global,ROKU_0101,1840.11,1000000,8678,RFL_101_202511,CHANNEL_STORE,940000,1.20,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-14,PS5 Pro Launch Global,ROKU_0101,1938.49,1000000,7347,RFL_101_202511,CHANNEL_STORE,940000,1.34,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-15,PS5 Pro Launch Global,ROKU_0101,2129.11,1150000,16237,RFL_101_202511,CHANNEL_STORE,1081000,1.52,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-16,PS5 Pro Launch Global,ROKU_0101,1346.46,1150000,12448,RFL_101_202511,CHANNEL_STORE,1081000,1.19,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-17,PS5 Pro Launch Global,ROKU_0101,1362.75,1000000,12993,RFL_101_202511,CHANNEL_STORE,940000,1.23,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-18,PS5 Pro Launch Global,ROKU_0101,2046.54,1000000,7344,RFL_101_202511,CHANNEL_STORE,940000,1.18,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-19,PS5 Pro Launch Global,ROKU_0101,1930.43,1000000,8218,RFL_101_202511,CHANNEL_STORE,940000,1.22,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-20,PS5 Pro Launch Global,ROKU_0101,1424.03,1000000,10430,RFL_101_202511,CHANNEL_STORE,940000,1.53,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-21,PS5 Pro Launch Global,ROKU_0101,1969.13,1000000,7896,RFL_101_202511,CHANNEL_STORE,940000,1.21,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-22,PS5 Pro Launch Global,ROKU_0101,2331.27,1150000,13395,RFL_101_202511,CHANNEL_STORE,1081000,1.23,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-24,PS5 Pro Launch Global,ROKU_0101,1632.07,1000000,10853,RFL_101_202511,CHANNEL_STORE,940000,1.59,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-25,PS5 Pro Launch Global,ROKU_0101,1275.66,1000000,8565,RFL_101_202511,CHANNEL_STORE,940000,1.68,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-26,PS5 Pro Launch Global,ROKU_0101,1448.22,1000000,7760,RFL_101_202511,CHANNEL_STORE,940000,1.24,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-27,PS5 Pro Launch Global,ROKU_0101,1154.71,1000000,11167,RFL_101_202511,CHANNEL_STORE,940000,1.25,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-28,PS5 Pro Launch Global,ROKU_0101,3203.83,2100000,21732,RFL_101_202511,CHANNEL_STORE,1974000,1.33,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-29,PS5 Pro Launch Global,ROKU_0101,4611.35,2415000,20802,RFL_101_202511,CHANNEL_STORE,2270100,1.49,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-30,PS5 Pro Launch Global,ROKU_0101,3061.25,2415000,23555,RFL_101_202511,CHANNEL_STORE,2270100,1.25,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-12-01,PS5 Pro Launch Global,ROKU_0101,3224.15,2100000,19790,RFL_101_202512,CHANNEL_STORE,1974000,1.36,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-02,PS5 Pro Launch Global,ROKU_0101,3142.87,2100000,16897,RFL_101_202512,CHANNEL_STORE,1974000,1.48,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-03,PS5 Pro Launch Global,ROKU_0101,3058.20,2100000,17499,RFL_101_202512,CHANNEL_STORE,1974000,1.60,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-12-05,PS5 Pro Launch Global,ROKU_0101,4192.75,2100000,18498,RFL_101_202512,CHANNEL_STORE,1974000,1.39,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-06,PS5 Pro Launch Global,ROKU_0101,4739.87,2415000,25908,RFL_101_202512,CHANNEL_STORE,2270100,1.48,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-07,PS5 Pro Launch Global,ROKU_0101,3785.67,2415000,24073,RFL_101_202512,CHANNEL_STORE,2270100,1.31,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-12-09,PS5 Pro Launch Global,ROKU_0101,3413.81,2100000,20170,RFL_101_202512,CHANNEL_STORE,1974000,1.41,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-10,PS5 Pro Launch Global,ROKU_0101,2865.16,2100000,16471,RFL_101_202512,CHANNEL_STORE,1974000,1.23,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-11,PS5 Pro Launch Global,ROKU_0101,3376.55,2100000,20563,RFL_101_202512,CHANNEL_STORE,1974000,1.57,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-12-12,PS5 Pro Launch Global,ROKU_0101,2468.91,2100000,17358,RFL_101_202512,CHANNEL_STORE,1974000,1.79,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-12-13,PS5 Pro Launch Global,ROKU_0101,4954.08,2415000,24855,RFL_101_202512,CHANNEL_STORE,2270100,1.73,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-12-14,PS5 Pro Launch Global,ROKU_0101,4342.61,2415000,18536,RFL_101_202512,CHANNEL_STORE,2270100,1.21,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-12-15,PS5 Pro Launch Global,ROKU_0101,2875.32,2100000,11703,RFL_101_202512,CHANNEL_STORE,1974000,1.40,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-01,PS5 Pro Launch Global,ROKU_0101,2353.52,1150000,13685,RFL_101_202511,CHANNEL_STORE,1081000,1.66,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-02,PS5 Pro Launch Global,ROKU_0101,1344.61,1150000,11180,RFL_101_202511,CHANNEL_STORE,1081000,1.55,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-03,PS5 Pro Launch Global,ROKU_0101,1643.36,1000000,13579,RFL_101_202511,CHANNEL_STORE,940000,1.37,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-04,PS5 Pro Launch Global,ROKU_0101,2043.32,1000000,8589,RFL_101_202511,CHANNEL_STORE,940000,1.34,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-05,PS5 Pro Launch Global,ROKU_0101,1754.64,1000000,8615,RFL_101_202511,CHANNEL_STORE,940000,1.18,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-06,PS5 Pro Launch Global,ROKU_0101,1624.01,1000000,10848,RFL_101_202511,CHANNEL_STORE,940000,1.40,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-07,PS5 Pro Launch Global,ROKU_0101,6063.83,3200000,40517,RFL_101_202511,CHANNEL_STORE,3008000,1.41,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-09,PS5 Pro Launch Global,ROKU_0101,1392.83,1150000,11410,RFL_101_202511,CHANNEL_STORE,1081000,1.66,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-10,PS5 Pro Launch Global,ROKU_0101,1714.32,1000000,11600,RFL_101_202511,CHANNEL_STORE,940000,1.44,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-11,PS5 Pro Launch Global,ROKU_0101,1962.68,1000000,8556,RFL_101_202511,CHANNEL_STORE,940000,1.43,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-12,PS5 Pro Launch Global,ROKU_0101,1651.43,1000000,9120,RFL_101_202511,CHANNEL_STORE,940000,1.63,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-13,PS5 Pro Launch Global,ROKU_0101,1914.30,1000000,8046,RFL_101_202511,CHANNEL_STORE,940000,1.27,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-14,PS5 Pro Launch Global,ROKU_0101,1961.07,1000000,12186,RFL_101_202511,CHANNEL_STORE,940000,1.40,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-15,PS5 Pro Launch Global,ROKU_0101,1748.91,1150000,11744,RFL_101_202511,CHANNEL_STORE,1081000,1.36,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-16,PS5 Pro Launch Global,ROKU_0101,2297.88,1150000,11436,RFL_101_202511,CHANNEL_STORE,1081000,1.54,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
2025-11-17,PS5 Pro Launch Global,ROKU_0101,1883.66,1000000,12993,RFL_101_202511,CHANNEL_STORE,940000,1.36,PRIMETIME,2026-05-04 11:41:39.106000-07:00
2025-11-18,PS5 Pro Launch Global,ROKU_0101,1412.74,1000000,7949,RFL_101_202511,CHANNEL_STORE,940000,1.43,LATE_NIGHT,2026-05-04 11:41:39.106000-07:00
2025-11-19,PS5 Pro Launch Global,ROKU_0101,1930.43,1000000,9502,RFL_101_202511,CHANNEL_STORE,940000,1.61,DAYTIME,2026-05-04 11:41:39.106000-07:00
2025-11-20,PS5 Pro Launch Global,ROKU_0101,1812.70,1000000,13059,RFL_101_202511,CHANNEL_STORE,940000,1.45,EARLY_FRINGE,2026-05-04 11:41:39.106000-07:00
