REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,AD_SET_NAME,AD_NAME,REACH,VIDEO_P100_VIEWS,ACTIONS,CPM_REPORTED,FREQUENCY,LOADED_AT
2025-11-11,PS5 Pro Launch Global,act_0123400003,1398.65,2947368,40131,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1924631,528581,"[{""action_type"":""link_click"",""value"":40131},{""action_type"":""video_view"",""value"":1258526}]",0.4745,1.53,2026-05-04 11:41:44.839000-07:00
2025-11-12,PS5 Pro Launch Global,act_0123400003,1020.77,2947368,32256,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1883368,441928,"[{""action_type"":""link_click"",""value"":32256},{""action_type"":""video_view"",""value"":1052210}]",0.3463,1.56,2026-05-04 11:41:44.839000-07:00
2025-11-13,PS5 Pro Launch Global,act_0123400003,1266.75,2947368,32506,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1777263,510013,"[{""action_type"":""link_click"",""value"":32506},{""action_type"":""video_view"",""value"":1214316}]",0.4298,1.66,2026-05-04 11:41:44.839000-07:00
2025-11-14,PS5 Pro Launch Global,act_0123400003,1150.29,2947368,31162,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2219368,429550,"[{""action_type"":""link_click"",""value"":31162},{""action_type"":""video_view"",""value"":1022737}]",0.3903,1.33,2026-05-04 11:41:44.839000-07:00
2025-11-15,PS5 Pro Launch Global,act_0123400003,1264.08,3389474,29497,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2809874,448427,"[{""action_type"":""link_click"",""value"":29497},{""action_type"":""video_view"",""value"":1067684}]",0.3729,1.21,2026-05-04 11:41:44.839000-07:00
2025-11-16,PS5 Pro Launch Global,act_0123400003,1572.92,3389474,31617,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2135369,620681,"[{""action_type"":""link_click"",""value"":31617},{""action_type"":""video_view"",""value"":1477811}]",0.4641,1.59,2026-05-04 11:41:44.839000-07:00
2025-11-17,PS5 Pro Launch Global,act_0123400003,1119.40,2947368,26729,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2033684,565718,"[{""action_type"":""link_click"",""value"":26729},{""action_type"":""video_view"",""value"":1346947}]",0.3798,1.45,2026-05-04 11:41:44.839000-07:00
2025-11-18,PS5 Pro Launch Global,act_0123400003,1434.30,2947368,39471,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2242947,408505,"[{""action_type"":""link_click"",""value"":39471},{""action_type"":""video_view"",""value"":972631}]",0.4866,1.31,2026-05-04 11:41:44.839000-07:00
2025-11-19,PS5 Pro Launch Global,act_0123400003,1424.80,2947368,37592,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1812631,474114,"[{""action_type"":""link_click"",""value"":37592},{""action_type"":""video_view"",""value"":1128842}]",0.4834,1.63,2026-05-04 11:41:44.839000-07:00
2025-11-21,PS5 Pro Launch Global,act_0123400003,899.56,2947368,25996,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1871579,648657,"[{""action_type"":""link_click"",""value"":25996},{""action_type"":""video_view"",""value"":1544421}]",0.3052,1.57,2026-05-04 11:41:44.839000-07:00
2025-11-22,PS5 Pro Launch Global,act_0123400003,1217.61,3389474,30738,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2416695,632069,"[{""action_type"":""link_click"",""value"":30738},{""action_type"":""video_view"",""value"":1504926}]",0.3592,1.40,2026-05-04 11:41:44.839000-07:00
2025-11-23,PS5 Pro Launch Global,act_0123400003,1246.31,3389474,44687,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2809874,595056,"[{""action_type"":""link_click"",""value"":44687},{""action_type"":""video_view"",""value"":1416800}]",0.3677,1.21,2026-05-04 11:41:44.839000-07:00
2025-11-24,PS5 Pro Launch Global,act_0123400003,1201.39,2947368,33190,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1821473,386223,"[{""action_type"":""link_click"",""value"":33190},{""action_type"":""video_view"",""value"":919579}]",0.4076,1.62,2026-05-04 11:41:44.839000-07:00
2025-11-25,PS5 Pro Launch Global,act_0123400003,953.03,2947368,30721,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2334315,383747,"[{""action_type"":""link_click"",""value"":30721},{""action_type"":""video_view"",""value"":913684}]",0.3234,1.26,2026-05-04 11:41:44.839000-07:00
2025-11-26,PS5 Pro Launch Global,act_0123400003,1248.92,2947368,28295,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2016000,403554,"[{""action_type"":""link_click"",""value"":28295},{""action_type"":""video_view"",""value"":960842}]",0.4237,1.46,2026-05-04 11:41:44.839000-07:00
2025-11-27,PS5 Pro Launch Global,act_0123400003,1112.27,2947368,30113,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2269473,399840,"[{""action_type"":""link_click"",""value"":30113},{""action_type"":""video_view"",""value"":952000}]",0.3774,1.30,2026-05-04 11:41:44.839000-07:00
2025-11-28,PS5 Pro Launch Global,act_0123400003,2171.06,6189474,40761,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,3515621,878658,"[{""action_type"":""link_click"",""value"":40761},{""action_type"":""video_view"",""value"":2092042}]",0.3508,1.76,2026-05-04 11:41:44.839000-07:00
2025-11-29,PS5 Pro Launch Global,act_0123400003,2697.61,7117895,78434,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5758377,929739,"[{""action_type"":""link_click"",""value"":78434},{""action_type"":""video_view"",""value"":2213665}]",0.3790,1.24,2026-05-04 11:41:44.839000-07:00
2025-11-30,PS5 Pro Launch Global,act_0123400003,3082.16,7117895,64505,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5651609,759337,"[{""action_type"":""link_click"",""value"":64505},{""action_type"":""video_view"",""value"":1807945}]",0.4330,1.26,2026-05-04 11:41:44.839000-07:00
2025-12-01,PS5 Pro Launch Global,act_0123400003,3234.13,6189474,70560,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5192969,1395974,"[{""action_type"":""link_click"",""value"":70560},{""action_type"":""video_view"",""value"":3323748}]",0.5225,1.19,2026-05-04 11:41:44.839000-07:00
2025-12-02,PS5 Pro Launch Global,act_0123400003,2360.72,6189474,47941,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4382148,1177609,"[{""action_type"":""link_click"",""value"":47941},{""action_type"":""video_view"",""value"":2803832}]",0.3814,1.41,2026-05-04 11:41:44.839000-07:00
2025-12-03,PS5 Pro Launch Global,act_0123400003,1956.45,6189474,37300,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4574021,1265995,"[{""action_type"":""link_click"",""value"":37300},{""action_type"":""video_view"",""value"":3014274}]",0.3161,1.35,2026-05-04 11:41:44.839000-07:00
2025-12-04,PS5 Pro Launch Global,act_0123400003,3209.18,6189474,50566,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4895874,681090,"[{""action_type"":""link_click"",""value"":50566},{""action_type"":""video_view"",""value"":1621642}]",0.5185,1.26,2026-05-04 11:41:44.839000-07:00
2025-12-05,PS5 Pro Launch Global,act_0123400003,2003.86,6189474,52719,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4747327,941048,"[{""action_type"":""link_click"",""value"":52719},{""action_type"":""video_view"",""value"":2240590}]",0.3238,1.30,2026-05-04 11:41:44.839000-07:00
2025-12-06,PS5 Pro Launch Global,act_0123400003,2204.00,7117895,66111,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4996762,759337,"[{""action_type"":""link_click"",""value"":66111},{""action_type"":""video_view"",""value"":1807945}]",0.3096,1.42,2026-05-04 11:41:44.839000-07:00
2025-12-07,PS5 Pro Launch Global,act_0123400003,2691.87,7117895,76526,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5900735,1168901,"[{""action_type"":""link_click"",""value"":76526},{""action_type"":""video_view"",""value"":2783097}]",0.3782,1.21,2026-05-04 11:41:44.839000-07:00
2025-12-08,PS5 Pro Launch Global,act_0123400003,2697.61,6189474,48803,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,3763200,1429769,"[{""action_type"":""link_click"",""value"":48803},{""action_type"":""video_view"",""value"":3404211}]",0.4358,1.64,2026-05-04 11:41:44.839000-07:00
2025-12-09,PS5 Pro Launch Global,act_0123400003,3126.83,6189474,51694,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4332632,1032033,"[{""action_type"":""link_click"",""value"":51694},{""action_type"":""video_view"",""value"":2457221}]",0.5052,1.43,2026-05-04 11:41:44.839000-07:00
2025-12-10,PS5 Pro Launch Global,act_0123400003,2977.10,6189474,50249,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,3961263,980041,"[{""action_type"":""link_click"",""value"":50249},{""action_type"":""video_view"",""value"":2333432}]",0.4810,1.56,2026-05-04 11:41:44.839000-07:00
2025-12-11,PS5 Pro Launch Global,act_0123400003,2912.22,6189474,57240,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4295495,865660,"[{""action_type"":""link_click"",""value"":57240},{""action_type"":""video_view"",""value"":2061095}]",0.4705,1.44,2026-05-04 11:41:44.839000-07:00
2025-12-12,PS5 Pro Launch Global,act_0123400003,2794.93,6189474,44089,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,3967453,733081,"[{""action_type"":""link_click"",""value"":44089},{""action_type"":""video_view"",""value"":1745432}]",0.4516,1.56,2026-05-04 11:41:44.839000-07:00
2025-12-14,PS5 Pro Launch Global,act_0123400003,2617.25,7117895,51363,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5082177,929739,"[{""action_type"":""link_click"",""value"":51363},{""action_type"":""video_view"",""value"":2213665}]",0.3677,1.40,2026-05-04 11:41:44.839000-07:00
2025-12-15,PS5 Pro Launch Global,act_0123400003,2922.20,6189474,50937,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4270737,1006037,"[{""action_type"":""link_click"",""value"":50937},{""action_type"":""video_view"",""value"":2395326}]",0.4721,1.45,2026-05-04 11:41:44.839000-07:00
2025-11-01,PS5 Pro Launch Global,act_0123400003,1387.07,3389474,30166,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2792927,378672,"[{""action_type"":""link_click"",""value"":30166},{""action_type"":""video_view"",""value"":901600}]",0.4092,1.21,2026-05-04 11:41:44.839000-07:00
2025-11-02,PS5 Pro Launch Global,act_0123400003,1348.80,3389474,45392,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2267558,634916,"[{""action_type"":""link_click"",""value"":45392},{""action_type"":""video_view"",""value"":1511705}]",0.3979,1.49,2026-05-04 11:41:44.839000-07:00
2025-11-03,PS5 Pro Launch Global,act_0123400003,947.09,2947368,39443,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2189894,594190,"[{""action_type"":""link_click"",""value"":39443},{""action_type"":""video_view"",""value"":1414737}]",0.3213,1.35,2026-05-04 11:41:44.839000-07:00
2025-11-04,PS5 Pro Launch Global,act_0123400003,1090.88,2947368,29629,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1992421,440690,"[{""action_type"":""link_click"",""value"":29629},{""action_type"":""video_view"",""value"":1049263}]",0.3701,1.48,2026-05-04 11:41:44.839000-07:00
2025-11-05,PS5 Pro Launch Global,act_0123400003,1485.40,2947368,23680,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2010105,315663,"[{""action_type"":""link_click"",""value"":23680},{""action_type"":""video_view"",""value"":751579}]",0.5040,1.47,2026-05-04 11:41:44.839000-07:00
2025-11-06,PS5 Pro Launch Global,act_0123400003,975.61,2947368,37915,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2390315,471638,"[{""action_type"":""link_click"",""value"":37915},{""action_type"":""video_view"",""value"":1122947}]",0.3310,1.23,2026-05-04 11:41:44.839000-07:00
2025-11-07,PS5 Pro Launch Global,act_0123400003,4817.92,9431579,90687,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,6064505,1029929,"[{""action_type"":""link_click"",""value"":90687},{""action_type"":""video_view"",""value"":2452211}]",0.5108,1.56,2026-05-04 11:41:44.839000-07:00
2025-11-08,PS5 Pro Launch Global,act_0123400003,1131.52,3389474,30717,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2111642,627798,"[{""action_type"":""link_click"",""value"":30717},{""action_type"":""video_view"",""value"":1494758}]",0.3338,1.61,2026-05-04 11:41:44.839000-07:00
2025-11-09,PS5 Pro Launch Global,act_0123400003,1022.19,3389474,45050,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2176042,395755,"[{""action_type"":""link_click"",""value"":45050},{""action_type"":""video_view"",""value"":942274}]",0.3016,1.56,2026-05-04 11:41:44.839000-07:00
2025-11-10,PS5 Pro Launch Global,act_0123400003,1525.80,2947368,34737,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2328421,544674,"[{""action_type"":""link_click"",""value"":34737},{""action_type"":""video_view"",""value"":1296842}]",0.5177,1.27,2026-05-04 11:41:44.839000-07:00
2025-11-11,PS5 Pro Launch Global,act_0123400003,1231.10,2947368,36606,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2110315,578097,"[{""action_type"":""link_click"",""value"":36606},{""action_type"":""video_view"",""value"":1376421}]",0.4177,1.40,2026-05-04 11:41:44.839000-07:00
2025-11-12,PS5 Pro Launch Global,act_0123400003,1512.73,2947368,28224,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2107368,659798,"[{""action_type"":""link_click"",""value"":28224},{""action_type"":""video_view"",""value"":1570947}]",0.5132,1.40,2026-05-04 11:41:44.839000-07:00
2025-11-13,PS5 Pro Launch Global,act_0123400003,1315.47,2947368,25312,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2178105,490206,"[{""action_type"":""link_click"",""value"":25312},{""action_type"":""video_view"",""value"":1167158}]",0.4463,1.35,2026-05-04 11:41:44.839000-07:00
2025-11-14,PS5 Pro Launch Global,act_0123400003,1429.55,2947368,34331,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2004210,659798,"[{""action_type"":""link_click"",""value"":34331},{""action_type"":""video_view"",""value"":1570947}]",0.4850,1.47,2026-05-04 11:41:44.839000-07:00
2025-11-15,PS5 Pro Launch Global,act_0123400003,1111.02,3389474,27992,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2433642,590785,"[{""action_type"":""link_click"",""value"":27992},{""action_type"":""video_view"",""value"":1406632}]",0.3278,1.39,2026-05-04 11:41:44.839000-07:00
2025-11-16,PS5 Pro Launch Global,act_0123400003,1544.22,3389474,46829,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2481095,355895,"[{""action_type"":""link_click"",""value"":46829},{""action_type"":""video_view"",""value"":847369}]",0.4556,1.37,2026-05-04 11:41:44.839000-07:00
2025-11-17,PS5 Pro Launch Global,act_0123400003,843.71,2947368,27500,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2301894,646181,"[{""action_type"":""link_click"",""value"":27500},{""action_type"":""video_view"",""value"":1538526}]",0.2863,1.28,2026-05-04 11:41:44.839000-07:00
2025-11-18,PS5 Pro Launch Global,act_0123400003,1234.66,2947368,23683,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1777263,479065,"[{""action_type"":""link_click"",""value"":23683},{""action_type"":""video_view"",""value"":1140631}]",0.4189,1.66,2026-05-04 11:41:44.839000-07:00
2025-11-19,PS5 Pro Launch Global,act_0123400003,903.12,2947368,29014,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1904000,399840,"[{""action_type"":""link_click"",""value"":29014},{""action_type"":""video_view"",""value"":952000}]",0.3064,1.55,2026-05-04 11:41:44.839000-07:00
2025-11-21,PS5 Pro Launch Global,act_0123400003,1145.54,2947368,35651,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1677052,424598,"[{""action_type"":""link_click"",""value"":35651},{""action_type"":""video_view"",""value"":1010947}]",0.3887,1.76,2026-05-04 11:41:44.839000-07:00
2025-11-22,PS5 Pro Launch Global,act_0123400003,1551.05,3389474,33559,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2453979,595056,"[{""action_type"":""link_click"",""value"":33559},{""action_type"":""video_view"",""value"":1416800}]",0.4576,1.38,2026-05-04 11:41:44.839000-07:00
2025-11-23,PS5 Pro Launch Global,act_0123400003,992.13,3389474,31560,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,2521769,782969,"[{""action_type"":""link_click"",""value"":31560},{""action_type"":""video_view"",""value"":1864211}]",0.2927,1.34,2026-05-04 11:41:44.839000-07:00
2025-11-24,PS5 Pro Launch Global,act_0123400003,1118.21,2947368,31506,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1971789,329280,"[{""action_type"":""link_click"",""value"":31506},{""action_type"":""video_view"",""value"":784000}]",0.3794,1.49,2026-05-04 11:41:44.839000-07:00
2025-11-25,PS5 Pro Launch Global,act_0123400003,1314.28,2947368,32864,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1839158,397364,"[{""action_type"":""link_click"",""value"":32864},{""action_type"":""video_view"",""value"":946105}]",0.4459,1.60,2026-05-04 11:41:44.839000-07:00
2025-11-26,PS5 Pro Launch Global,act_0123400003,1056.42,2947368,24051,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1659368,357751,"[{""action_type"":""link_click"",""value"":24051},{""action_type"":""video_view"",""value"":851789}]",0.3584,1.78,2026-05-04 11:41:44.839000-07:00
2025-11-27,PS5 Pro Launch Global,act_0123400003,1499.66,2947368,28012,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,1877473,538484,"[{""action_type"":""link_click"",""value"":28012},{""action_type"":""video_view"",""value"":1282105}]",0.5088,1.57,2026-05-04 11:41:44.839000-07:00
2025-11-28,PS5 Pro Launch Global,act_0123400003,1933.99,6189474,41732,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4499748,1401173,"[{""action_type"":""link_click"",""value"":41732},{""action_type"":""video_view"",""value"":3336126}]",0.3125,1.38,2026-05-04 11:41:44.839000-07:00
2025-11-29,PS5 Pro Launch Global,act_0123400003,2545.51,7117895,66834,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4804579,1013446,"[{""action_type"":""link_click"",""value"":66834},{""action_type"":""video_view"",""value"":2412966}]",0.3576,1.48,2026-05-04 11:41:44.839000-07:00
2025-11-30,PS5 Pro Launch Global,act_0123400003,2878.40,7117895,63412,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5003880,866960,"[{""action_type"":""link_click"",""value"":63412},{""action_type"":""video_view"",""value"":2064190}]",0.4044,1.42,2026-05-04 11:41:44.839000-07:00
2025-12-01,PS5 Pro Launch Global,act_0123400003,1836.67,6189474,74794,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,3738442,686289,"[{""action_type"":""link_click"",""value"":74794},{""action_type"":""video_view"",""value"":1634021}]",0.2967,1.66,2026-05-04 11:41:44.839000-07:00
2025-12-02,PS5 Pro Launch Global,act_0123400003,2385.67,6189474,63766,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4054105,852662,"[{""action_type"":""link_click"",""value"":63766},{""action_type"":""video_view"",""value"":2030147}]",0.3854,1.53,2026-05-04 11:41:44.839000-07:00
2025-12-03,PS5 Pro Launch Global,act_0123400003,2697.61,6189474,38221,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5180590,1227001,"[{""action_type"":""link_click"",""value"":38221},{""action_type"":""video_view"",""value"":2921432}]",0.4358,1.19,2026-05-04 11:41:44.839000-07:00
2025-12-04,PS5 Pro Launch Global,act_0123400003,2031.31,6189474,60132,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5217727,902054,"[{""action_type"":""link_click"",""value"":60132},{""action_type"":""video_view"",""value"":2147747}]",0.3282,1.19,2026-05-04 11:41:44.839000-07:00
2025-12-05,PS5 Pro Launch Global,act_0123400003,2767.48,6189474,63534,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5106316,863060,"[{""action_type"":""link_click"",""value"":63534},{""action_type"":""video_view"",""value"":2054905}]",0.4471,1.21,2026-05-04 11:41:44.839000-07:00
2025-12-06,PS5 Pro Launch Global,act_0123400003,2295.83,7117895,47149,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4591042,792222,"[{""action_type"":""link_click"",""value"":47149},{""action_type"":""video_view"",""value"":1886242}]",0.3225,1.55,2026-05-04 11:41:44.839000-07:00
2025-12-07,PS5 Pro Launch Global,act_0123400003,3087.90,7117895,65376,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5950560,1186838,"[{""action_type"":""link_click"",""value"":65376},{""action_type"":""video_view"",""value"":2825804}]",0.4338,1.20,2026-05-04 11:41:44.839000-07:00
2025-12-08,PS5 Pro Launch Global,act_0123400003,2215.98,6189474,52724,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,4122190,1011236,"[{""action_type"":""link_click"",""value"":52724},{""action_type"":""video_view"",""value"":2407705}]",0.3580,1.50,2026-05-04 11:41:44.839000-07:00
2025-12-09,PS5 Pro Launch Global,act_0123400003,3151.78,6189474,45233,CR-101-CAROUSEL-HERO_A // ASet-HERO_A,CR-101-CAROUSEL-HERO_A,5192969,876058,"[{""action_type"":""link_click"",""value"":45233},{""action_type"":""video_view"",""value"":2085853}]",0.5092,1.19,2026-05-04 11:41:44.839000-07:00
