DATE_DAY,CAMPAIGN_ID,CHANNEL_ID,CONVERSION_TYPE,CONVERSIONS,REVENUE_USD,ATTRIBUTION_MODEL
2025-11-23,101,1,SUB_SIGNUP,12151,0.00,data_driven
2025-11-23,101,1,STORE_ADD_TO_CART,8776,0.00,data_driven
2025-11-23,101,1,STORE_PURCHASE,8776,0.00,data_driven
2025-11-23,101,8,PREORDER,1304,0.00,data_driven
2025-11-23,101,8,SUB_SIGNUP,4953,0.00,data_driven
2025-11-23,101,8,STORE_ADD_TO_CART,7561,0.00,data_driven
2025-11-23,101,8,STORE_PURCHASE,3650,0.00,data_driven
2025-11-06,101,3,PREORDER,12532,0.00,last_click
2025-11-06,101,3,SUB_SIGNUP,8146,0.00,last_click
2025-11-06,101,3,STORE_ADD_TO_CART,18171,0.00,last_click
2025-11-06,101,3,STORE_PURCHASE,10026,0.00,last_click
2025-11-07,101,9,PREORDER,12404,0.00,data_driven
2025-11-07,101,9,SUB_SIGNUP,4378,0.00,data_driven
2025-11-07,101,9,STORE_ADD_TO_CART,19700,0.00,data_driven
2025-11-07,101,9,STORE_PURCHASE,11674,0.00,data_driven
2025-11-22,101,8,PREORDER,1820,0.00,last_click
2025-11-22,101,8,SUB_SIGNUP,5200,0.00,last_click
2025-11-22,101,8,STORE_ADD_TO_CART,6240,0.00,last_click
2025-11-22,101,8,STORE_PURCHASE,2080,0.00,last_click
2025-11-24,101,7,PREORDER,4161,0.00,last_click
2025-11-24,101,7,SUB_SIGNUP,4161,0.00,last_click
2025-11-24,101,7,STORE_ADD_TO_CART,14267,0.00,last_click
2025-11-24,101,7,STORE_PURCHASE,3567,0.00,last_click
2025-11-24,101,10,PREORDER,3005,0.00,last_click
2025-11-24,101,10,SUB_SIGNUP,3756,0.00,last_click
2025-11-24,101,10,STORE_ADD_TO_CART,2629,0.00,last_click
2025-11-24,101,10,STORE_PURCHASE,2441,0.00,last_click
2025-11-25,101,5,PREORDER,2364,0.00,data_driven
2025-11-25,101,5,SUB_SIGNUP,1519,0.00,data_driven
2025-11-25,101,5,STORE_ADD_TO_CART,4896,0.00,data_driven
2025-11-25,101,5,STORE_PURCHASE,2532,0.00,data_driven
2025-11-26,101,8,PREORDER,2191,0.00,last_click
2025-11-26,101,8,SUB_SIGNUP,1534,0.00,last_click
2025-11-26,101,8,STORE_ADD_TO_CART,3506,0.00,last_click
2025-11-26,101,8,STORE_PURCHASE,2630,0.00,last_click
2025-11-26,101,3,PREORDER,5838,0.00,last_click
2025-11-26,101,3,SUB_SIGNUP,9022,0.00,last_click
2025-11-26,101,3,STORE_ADD_TO_CART,15921,0.00,last_click
2025-11-26,101,3,STORE_PURCHASE,5307,0.00,last_click
2025-12-01,101,1,PREORDER,6661,0.00,data_driven
2025-12-01,101,1,SUB_SIGNUP,12212,0.00,data_driven
2025-12-01,101,1,STORE_ADD_TO_CART,17762,0.00,data_driven
2025-12-01,101,1,STORE_PURCHASE,5551,0.00,data_driven
2025-12-01,101,4,PREORDER,5300,0.00,data_driven
2025-12-01,101,4,SUB_SIGNUP,10600,0.00,data_driven
2025-12-01,101,4,STORE_ADD_TO_CART,7420,0.00,data_driven
2025-12-01,101,4,STORE_PURCHASE,6890,0.00,data_driven
2025-12-01,101,8,PREORDER,3479,0.00,data_driven
2025-12-01,101,8,SUB_SIGNUP,3044,0.00,data_driven
2025-12-01,101,8,STORE_ADD_TO_CART,12178,0.00,data_driven
2025-12-01,101,8,STORE_PURCHASE,6524,0.00,data_driven
2025-12-03,101,4,PREORDER,8009,0.00,data_driven
2025-12-03,101,4,SUB_SIGNUP,7509,0.00,data_driven
2025-12-03,101,4,STORE_ADD_TO_CART,15017,0.00,data_driven
2025-12-03,101,4,STORE_PURCHASE,6508,0.00,data_driven
2025-12-03,101,2,PREORDER,5650,0.00,data_driven
2025-12-03,101,2,SUB_SIGNUP,14690,0.00,data_driven
2025-12-03,101,2,STORE_ADD_TO_CART,29380,0.00,data_driven
2025-12-03,101,2,STORE_PURCHASE,5650,0.00,data_driven
2025-12-03,101,3,PREORDER,6078,0.00,data_driven
2025-12-03,101,3,SUB_SIGNUP,20259,0.00,data_driven
2025-12-03,101,3,STORE_ADD_TO_CART,17220,0.00,data_driven
2025-12-03,101,3,STORE_PURCHASE,6078,0.00,data_driven
2025-12-08,101,7,PREORDER,18182,0.00,last_click
2025-12-08,101,7,SUB_SIGNUP,10227,0.00,last_click
2025-12-08,101,7,STORE_ADD_TO_CART,29545,0.00,last_click
2025-12-08,101,7,STORE_PURCHASE,10227,0.00,last_click
2025-12-09,101,8,PREORDER,8164,0.00,data_driven
2025-12-09,101,8,SUB_SIGNUP,6123,0.00,data_driven
2025-12-09,101,8,STORE_ADD_TO_CART,11837,0.00,data_driven
2025-12-09,101,8,STORE_PURCHASE,8164,0.00,data_driven
2025-12-10,101,10,PREORDER,6938,0.00,last_click
2025-12-10,101,10,SUB_SIGNUP,5396,0.00,last_click
2025-12-10,101,10,STORE_ADD_TO_CART,6938,0.00,last_click
2025-12-10,101,10,STORE_PURCHASE,6938,0.00,last_click
2025-12-12,101,11,PREORDER,2627,0.00,last_click
2025-12-12,101,11,SUB_SIGNUP,2627,0.00,last_click
2025-12-12,101,11,STORE_ADD_TO_CART,9852,0.00,last_click
2025-12-12,101,11,STORE_PURCHASE,6568,0.00,last_click
2025-12-13,101,1,PREORDER,17347,0.00,data_driven
2025-12-13,101,1,SUB_SIGNUP,14095,0.00,data_driven
2025-12-13,101,1,STORE_ADD_TO_CART,23853,0.00,data_driven
2025-12-13,101,1,STORE_PURCHASE,5421,0.00,data_driven
2025-12-14,101,7,PREORDER,24104,0.00,last_click
2025-12-14,101,7,SUB_SIGNUP,18078,0.00,last_click
2025-12-14,101,7,STORE_ADD_TO_CART,20488,0.00,last_click
2025-12-14,101,7,STORE_PURCHASE,14462,0.00,last_click
2025-12-06,101,5,PREORDER,2716,0.00,last_click
2025-12-06,101,5,SUB_SIGNUP,6450,0.00,last_click
2025-12-06,101,5,STORE_ADD_TO_CART,7808,0.00,last_click
2025-12-06,101,5,STORE_PURCHASE,6450,0.00,last_click
2025-12-10,101,3,PREORDER,7677,0.00,last_click
2025-12-10,101,3,SUB_SIGNUP,10556,0.00,last_click
2025-12-10,101,3,STORE_ADD_TO_CART,15354,0.00,last_click
2025-12-10,101,3,STORE_PURCHASE,18232,0.00,last_click
2025-12-11,101,8,PREORDER,3275,0.00,data_driven
2025-12-11,101,8,SUB_SIGNUP,1820,0.00,data_driven
2025-12-11,101,8,STORE_ADD_TO_CART,9462,0.00,data_driven
2025-12-11,101,8,STORE_PURCHASE,3275,0.00,data_driven
2025-12-15,101,4,PREORDER,6722,0.00,data_driven
2025-12-15,101,4,SUB_SIGNUP,8402,0.00,data_driven
2025-12-15,101,4,STORE_ADD_TO_CART,12603,0.00,data_driven
2025-12-15,101,4,STORE_PURCHASE,2101,0.00,data_driven
2025-11-15,102,8,PREORDER,14193,1004046.93,data_driven
2025-11-15,102,8,SUB_SIGNUP,1510,0.00,data_driven
2025-11-15,102,8,STORE_ADD_TO_CART,2416,0.00,data_driven
2025-11-15,102,8,STORE_PURCHASE,12683,739718.36,data_driven
2025-11-16,102,1,PREORDER,41942,2535581.83,last_click
2025-11-16,102,1,SUB_SIGNUP,5338,0.00,last_click
2025-11-16,102,1,STORE_ADD_TO_CART,5338,0.00,last_click
2025-11-16,102,1,STORE_PURCHASE,44230,1868056.55,last_click
2025-11-16,102,11,PREORDER,15275,976735.38,last_click
2025-11-16,102,11,SUB_SIGNUP,3231,0.00,last_click
2025-11-16,102,11,STORE_ADD_TO_CART,4113,0.00,last_click
2025-11-16,102,11,STORE_PURCHASE,17332,719596.94,last_click
2025-11-17,102,9,PREORDER,9003,831539.28,data_driven
2025-11-17,102,9,SUB_SIGNUP,1501,0.00,data_driven
2025-11-17,102,9,STORE_ADD_TO_CART,5002,0.00,data_driven
2025-11-17,102,9,STORE_PURCHASE,10003,612625.62,data_driven
2025-11-17,102,6,PREORDER,39085,3419965.33,data_driven
2025-11-17,102,6,SUB_SIGNUP,18514,0.00,data_driven
2025-11-17,102,6,STORE_ADD_TO_CART,19543,0.00,data_driven
2025-11-17,102,6,STORE_PURCHASE,60685,2519614.45,data_driven
2025-11-17,102,2,PREORDER,38818,2225359.33,data_driven
2025-11-17,102,2,SUB_SIGNUP,5354,0.00,data_driven
2025-11-17,102,2,STORE_ADD_TO_CART,4016,0.00,data_driven
2025-11-17,102,2,STORE_PURCHASE,40157,1639504.20,data_driven
2025-11-18,102,9,PREORDER,10457,914953.55,last_click
2025-11-18,102,9,SUB_SIGNUP,1926,0.00,last_click
2025-11-18,102,9,STORE_ADD_TO_CART,2477,0.00,last_click
2025-11-18,102,9,STORE_PURCHASE,12658,674079.99,last_click
2025-11-18,102,7,PREORDER,45416,2323224.05,last_click
2025-11-18,102,7,SUB_SIGNUP,9083,0.00,last_click
2025-11-18,102,7,STORE_ADD_TO_CART,3494,0.00,last_click
2025-11-18,102,7,STORE_PURCHASE,34936,1711604.75,last_click
2025-11-19,102,7,PREORDER,30468,2470864.03,data_driven
2025-11-19,102,7,SUB_SIGNUP,8917,0.00,data_driven
2025-11-19,102,7,STORE_ADD_TO_CART,9661,0.00,data_driven
2025-11-19,102,7,STORE_PURCHASE,37899,1820376.56,data_driven
2025-11-20,102,7,PREORDER,43509,2411137.05,last_click
2025-11-20,102,7,SUB_SIGNUP,8702,0.00,last_click
2025-11-20,102,7,STORE_ADD_TO_CART,7977,0.00,last_click
2025-11-20,102,7,STORE_PURCHASE,34807,1776373.50,last_click
2025-11-21,102,4,PREORDER,13426,1014590.50,data_driven
2025-11-21,102,4,SUB_SIGNUP,2441,0.00,data_driven
2025-11-21,102,4,STORE_ADD_TO_CART,2441,0.00,data_driven
2025-11-21,102,4,STORE_PURCHASE,11900,747486.20,data_driven
2025-11-21,102,5,PREORDER,9304,644461.48,data_driven
2025-11-21,102,5,SUB_SIGNUP,1938,0.00,data_driven
2025-11-21,102,5,STORE_ADD_TO_CART,1744,0.00,data_driven
2025-11-21,102,5,STORE_PURCHASE,8334,474798.51,data_driven
2025-11-30,102,6,PREORDER,131602,7416578.75,last_click
2025-11-30,102,6,SUB_SIGNUP,37919,0.00,last_click
2025-11-30,102,6,STORE_ADD_TO_CART,35689,0.00,last_click
2025-11-30,102,6,STORE_PURCHASE,115989,5464066.81,last_click
2025-12-05,102,5,PREORDER,13811,1148009.45,data_driven
2025-12-05,102,5,SUB_SIGNUP,4834,0.00,data_driven
2025-12-05,102,5,STORE_ADD_TO_CART,2762,0.00,data_driven
2025-12-05,102,5,STORE_PURCHASE,13465,845780.86,data_driven
2025-12-07,102,9,PREORDER,26076,1667381.10,data_driven
2025-12-07,102,9,SUB_SIGNUP,9528,0.00,data_driven
2025-12-07,102,9,STORE_ADD_TO_CART,9528,0.00,data_driven
2025-12-07,102,9,STORE_PURCHASE,31592,1228421.09,data_driven
2025-12-10,102,10,PREORDER,19723,1425627.00,last_click
2025-12-10,102,10,SUB_SIGNUP,2573,0.00,last_click
2025-12-10,102,10,STORE_ADD_TO_CART,5145,0.00,last_click
2025-12-10,102,10,STORE_PURCHASE,24439,1050311.93,last_click
2025-12-11,102,9,PREORDER,22828,1459698.28,data_driven
2025-12-11,102,9,SUB_SIGNUP,3073,0.00,data_driven
2025-12-11,102,9,STORE_ADD_TO_CART,3073,0.00,data_driven
2025-12-11,102,9,STORE_PURCHASE,16243,1075413.50,data_driven
2025-12-19,102,8,PREORDER,23303,1335878.60,data_driven
2025-12-19,102,8,SUB_SIGNUP,2009,0.00,data_driven
2025-12-19,102,8,STORE_ADD_TO_CART,2812,0.00,data_driven
2025-12-19,102,8,STORE_PURCHASE,20892,984190.98,data_driven
2025-12-22,102,7,PREORDER,47176,3647947.28,last_click
2025-12-22,102,7,SUB_SIGNUP,13166,0.00,last_click
2025-12-22,102,7,STORE_ADD_TO_CART,21943,0.00,last_click
2025-12-22,102,7,STORE_PURCHASE,38399,2687577.16,last_click
2025-12-26,102,10,PREORDER,12410,1178928.63,last_click
2025-12-26,102,10,SUB_SIGNUP,3191,0.00,last_click
2025-12-26,102,10,STORE_ADD_TO_CART,2837,0.00,last_click
2025-12-26,102,10,STORE_PURCHASE,18792,868560.15,last_click
2025-12-29,102,5,PREORDER,7369,662180.40,data_driven
2025-12-29,102,5,SUB_SIGNUP,3186,0.00,data_driven
2025-12-29,102,5,STORE_ADD_TO_CART,2390,0.00,data_driven
2025-12-29,102,5,STORE_PURCHASE,8364,487852.70,data_driven
2025-12-01,102,10,PREORDER,17751,1686370.18,data_driven
2025-12-01,102,10,SUB_SIGNUP,3550,0.00,data_driven
2025-12-01,102,10,STORE_ADD_TO_CART,3550,0.00,data_driven
2025-12-01,102,10,STORE_PURCHASE,18766,1242411.04,data_driven
2025-12-02,102,3,PREORDER,67363,3861754.75,last_click
2025-12-02,102,3,SUB_SIGNUP,19744,0.00,last_click
2025-12-02,102,3,STORE_ADD_TO_CART,18583,0.00,last_click
2025-12-02,102,3,STORE_PURCHASE,65040,2845097.00,last_click
2025-12-24,102,8,PREORDER,17045,1180727.45,last_click
2025-12-24,102,8,SUB_SIGNUP,2131,0.00,last_click
2025-12-24,102,8,STORE_ADD_TO_CART,2841,0.00,last_click
2025-12-24,102,8,STORE_PURCHASE,16690,869885.41,last_click
2025-12-24,102,3,PREORDER,42815,3094806.93,last_click
2025-12-24,102,3,SUB_SIGNUP,15823,0.00,last_click
2025-12-24,102,3,STORE_ADD_TO_CART,13962,0.00,last_click
2025-12-24,102,3,STORE_PURCHASE,33508,2280058.28,last_click
2025-12-25,102,3,PREORDER,43003,3249672.13,data_driven
2025-12-25,102,3,SUB_SIGNUP,11728,0.00,data_driven
2025-12-25,102,3,STORE_ADD_TO_CART,14660,0.00,data_driven
2025-12-25,102,3,STORE_PURCHASE,37139,2394153.18,data_driven
2025-12-30,102,1,PREORDER,25794,2382362.50,last_click
2025-12-30,102,1,SUB_SIGNUP,14330,0.00,last_click
2025-12-30,102,1,STORE_ADD_TO_CART,9315,0.00,last_click
2025-12-30,102,1,STORE_PURCHASE,45140,1755174.23,last_click
2025-12-16,102,11,PREORDER,21254,1284886.40,last_click
2025-12-16,102,11,SUB_SIGNUP,2319,0.00,last_click
2025-12-16,102,11,STORE_ADD_TO_CART,4637,0.00,last_click
2025-12-16,102,11,STORE_PURCHASE,22799,946623.15,last_click
2025-11-11,103,3,PREORDER,8696,0.00,data_driven
2025-11-11,103,3,SUB_SIGNUP,37891,558735.22,data_driven
2025-11-11,103,3,STORE_ADD_TO_CART,6833,0.00,data_driven
2025-11-11,103,3,STORE_PURCHASE,5590,0.00,data_driven
2025-11-18,103,6,PREORDER,11452,0.00,last_click
2025-11-18,103,6,SUB_SIGNUP,94478,858410.84,last_click
2025-11-18,103,6,STORE_ADD_TO_CART,11452,0.00,last_click
2025-11-18,103,6,STORE_PURCHASE,7635,0.00,last_click
2025-12-11,103,4,PREORDER,7987,0.00,data_driven
2025-12-11,103,4,SUB_SIGNUP,38338,478961.26,data_driven
2025-12-11,103,4,STORE_ADD_TO_CART,10650,0.00,data_driven
2025-12-11,103,4,STORE_PURCHASE,6390,0.00,data_driven
2025-12-14,103,8,PREORDER,6890,0.00,last_click
2025-12-14,103,8,SUB_SIGNUP,39864,442683.53,last_click
2025-12-14,103,8,STORE_ADD_TO_CART,3445,0.00,last_click
2025-12-14,103,8,STORE_PURCHASE,9351,0.00,last_click
2025-12-15,103,1,PREORDER,7468,0.00,data_driven
2025-12-15,103,1,SUB_SIGNUP,82149,959647.77,data_driven
2025-12-15,103,1,STORE_ADD_TO_CART,12802,0.00,data_driven
2025-12-15,103,1,STORE_PURCHASE,13869,0.00,data_driven
2025-12-18,103,9,PREORDER,4019,0.00,last_click
2025-12-18,103,9,SUB_SIGNUP,32149,328617.03,last_click
2025-12-18,103,9,STORE_ADD_TO_CART,5845,0.00,last_click
2025-12-18,103,9,STORE_PURCHASE,4384,0.00,last_click
2025-12-25,103,11,PREORDER,4890,0.00,data_driven
2025-12-25,103,11,SUB_SIGNUP,34931,314201.65,data_driven
2025-12-25,103,11,STORE_ADD_TO_CART,4541,0.00,data_driven
2025-12-25,103,11,STORE_PURCHASE,5240,0.00,data_driven
2025-12-29,103,9,PREORDER,2739,0.00,data_driven
2025-12-29,103,9,SUB_SIGNUP,16979,246328.08,data_driven
2025-12-29,103,9,STORE_ADD_TO_CART,3834,0.00,data_driven
2025-12-29,103,9,STORE_PURCHASE,3012,0.00,data_driven
