DATE_DAY,PAGE_CATEGORY,SEGMENT_ID,SESSIONS,UNIQUE_VISITORS,BOUNCE_RATE,AVG_DWELL_SEC,SIGNUPS
2025-11-05,game_detail_gta6,1,9042,7271,0.548,220,102
2025-11-05,support,1,4253,1792,0.268,120,106
2025-11-05,psplus,4,4340,4550,0.438,127,778
2025-11-05,product_ps5_pro,4,6175,5846,0.369,144,71
2025-11-05,product_ps5,4,8760,6024,0.365,80,94
2025-11-05,home,4,12180,8100,0.484,104,51
2025-11-05,game_detail_spiderman2,4,4006,3271,0.411,140,99
2025-11-05,game_detail_astro,4,3427,1911,0.348,120,58
2025-11-05,game_detail_gta6,4,15003,9781,0.447,122,107
2025-11-05,support,4,4233,2424,0.304,132,90
2025-11-05,product_ps5_pro,5,8012,4262,0.379,148,75
2025-11-05,product_ps5,5,8730,5400,0.313,54,76
2025-11-05,psplus,5,7484,4671,0.505,183,514
2025-11-05,home,5,17910,8388,0.277,116,77
2025-11-05,game_detail_spiderman2,5,5573,2871,0.535,51,80
2025-11-05,game_detail_astro,5,3576,2487,0.259,167,51
2025-11-05,game_detail_gta6,5,9858,9669,0.519,165,118
2025-11-05,support,5,2783,1989,0.483,185,118
2025-11-05,product_ps5,6,7720,5656,0.507,198,67
2025-11-05,psplus,6,4112,5087,0.341,183,447
2025-11-05,product_ps5_pro,6,8297,5415,0.489,212,53
2025-11-05,home,6,16815,8124,0.313,107,109
2025-11-05,game_detail_spiderman2,6,3561,2757,0.410,153,50
2025-11-05,game_detail_astro,6,3576,1575,0.548,221,97
2025-11-05,game_detail_gta6,6,9462,6785,0.431,52,72
2025-11-05,support,6,4043,2525,0.348,137,60
2025-11-05,psplus,2,4486,3234,0.438,208,594
2025-11-05,product_ps5_pro,2,8590,3901,0.535,90,84
2025-11-05,product_ps5,2,9520,8112,0.264,159,99
2025-11-05,home,2,14085,10656,0.465,133,93
2025-11-05,game_detail_spiderman2,2,4469,3428,0.506,193,75
2025-11-05,game_detail_gta6,2,8843,10248,0.328,106,96
2025-11-05,game_detail_astro,2,2526,1780,0.304,173,65
2025-11-05,support,2,4280,1883,0.437,141,83
2025-11-05,product_ps5_pro,3,8439,3838,0.254,90,63
2025-11-05,product_ps5,3,8140,8280,0.264,167,64
2025-11-05,home,3,13080,13080,0.526,147,61
2025-11-05,psplus,3,6498,4634,0.407,161,602
2025-11-05,game_detail_spiderman2,3,5468,3912,0.351,213,97
2025-11-05,game_detail_gta6,3,11422,8129,0.480,184,93
2025-11-05,game_detail_astro,3,2613,2261,0.347,95,80
2025-11-05,support,3,3983,2475,0.431,139,59
2025-11-06,product_ps5,1,9590,4896,0.348,100,67
2025-11-06,psplus,1,4357,4499,0.269,208,682
2025-11-06,product_ps5_pro,1,6373,6941,0.357,148,56
2025-11-06,home,1,18285,8148,0.271,86,67
2025-11-06,game_detail_spiderman2,1,3447,3230,0.275,115,49
2025-11-06,game_detail_astro,1,2978,2417,0.511,209,61
2025-11-06,game_detail_gta6,1,8902,7523,0.275,94,69
2025-11-06,support,1,4137,1984,0.480,45,97
2025-11-06,psplus,4,7531,4793,0.343,217,798
2025-11-06,product_ps5_pro,4,7695,5168,0.526,56,115
2025-11-06,product_ps5,4,11240,5936,0.550,117,59
2025-11-06,home,4,10755,9852,0.332,160,102
2025-11-06,game_detail_spiderman2,4,3451,2398,0.508,205,96
2025-11-06,game_detail_astro,4,2680,1876,0.350,55,114
2025-11-06,game_detail_gta6,4,14758,6739,0.366,153,88
2025-11-06,support,4,3003,2091,0.423,135,58
2025-11-06,product_ps5_pro,5,9057,6124,0.549,177,78
2025-11-06,product_ps5,5,8070,6744,0.485,199,59
2025-11-06,psplus,5,7216,3127,0.250,164,404
2025-11-06,home,5,15600,13152,0.405,219,74
2025-11-06,game_detail_spiderman2,5,3657,3234,0.513,51,72
2025-11-06,game_detail_astro,5,2514,1570,0.318,79,83
2025-11-06,game_detail_gta6,5,8622,10033,0.499,203,90
2025-11-06,support,5,2350,2483,0.383,120,102
2025-11-06,product_ps5,6,8270,7632,0.544,208,49
2025-11-06,psplus,6,7321,4723,0.509,60,622
2025-11-06,product_ps5_pro,6,9025,4104,0.322,137,97
2025-11-06,home,6,12495,10512,0.412,46,93
2025-11-06,game_detail_spiderman2,6,5711,2545,0.279,145,53
2025-11-06,game_detail_astro,6,2937,2284,0.499,95,101
2025-11-06,game_detail_gta6,6,10500,8447,0.260,114,95
2025-11-06,support,6,4060,1667,0.350,167,88
2025-11-06,psplus,2,4346,3691,0.281,87,546
2025-11-06,product_ps5_pro,2,9848,4820,0.306,192,114
2025-11-06,product_ps5,2,8710,6704,0.295,112,86
2025-11-06,home,2,13440,7752,0.354,211,62
2025-11-06,game_detail_spiderman2,2,3217,2383,0.483,78,81
2025-11-06,game_detail_gta6,2,9193,10043,0.282,52,57
2025-11-06,game_detail_astro,2,2225,1717,0.418,222,113
2025-11-06,support,2,2407,2107,0.483,111,120
2025-11-06,product_ps5_pro,3,7735,4053,0.297,146,77
2025-11-06,product_ps5,3,8650,5544,0.501,97,72
2025-11-06,home,3,17610,11136,0.536,193,105
2025-11-06,psplus,3,7262,4849,0.448,224,438
2025-11-06,game_detail_spiderman2,3,5005,2512,0.324,105,66
2025-11-06,game_detail_gta6,3,11293,8148,0.466,139,54
2025-11-06,game_detail_astro,3,2762,2536,0.536,159,50
2025-11-06,support,3,3123,2885,0.367,188,76
2025-11-07,product_ps5,1,10640,5552,0.450,98,86
2025-11-07,psplus,1,7198,3197,0.353,178,407
2025-11-07,product_ps5_pro,1,41574,5358,0.318,83,90
2025-11-07,home,1,15795,7860,0.469,132,111
2025-11-07,game_detail_spiderman2,1,4185,3780,0.438,121,112
2025-11-07,game_detail_astro,1,2917,2035,0.416,90,106
2025-11-07,game_detail_gta6,1,14945,9837,0.449,50,107
2025-11-07,support,1,2997,2176,0.508,157,119
2025-11-07,psplus,4,7099,3411,0.550,167,560
2025-11-07,product_ps5_pro,4,30032,6181,0.350,198,119
2025-11-07,product_ps5,4,11810,8016,0.295,174,58
2025-11-07,home,4,18870,11760,0.481,187,84
2025-11-07,game_detail_spiderman2,4,5239,3142,0.339,182,79
2025-11-07,game_detail_astro,4,3354,1948,0.308,176,54
2025-11-07,game_detail_gta6,4,11608,8120,0.384,66,69
2025-11-07,support,4,2400,2515,0.398,121,108
2025-11-07,product_ps5_pro,5,40719,4161,0.339,49,99
2025-11-07,product_ps5,5,12970,5136,0.344,149,61
2025-11-07,psplus,5,4241,4620,0.511,183,514
2025-11-07,home,5,12000,11844,0.533,54,76
2025-11-07,game_detail_spiderman2,5,5587,3700,0.540,129,59
2025-11-07,game_detail_astro,5,3235,1405,0.544,76,69
2025-11-07,game_detail_gta6,5,13685,8867,0.351,75,50
2025-11-07,support,5,3253,1955,0.476,123,95
2025-11-07,product_ps5,6,9570,7056,0.422,163,102
2025-11-07,psplus,6,4824,4489,0.432,103,442
2025-11-07,product_ps5_pro,6,27360,4098,0.547,128,84
2025-11-07,home,6,13695,7596,0.277,141,86
2025-11-07,game_detail_spiderman2,6,5243,3040,0.353,54,85
2025-11-07,game_detail_astro,6,3506,2021,0.370,127,53
2025-11-07,game_detail_gta6,6,10675,7952,0.375,96,92
2025-11-07,support,6,4253,2235,0.339,178,94
2025-11-07,psplus,2,4095,4998,0.401,188,784
2025-11-07,product_ps5_pro,2,24938,6080,0.416,61,63
2025-11-07,product_ps5,2,11870,6824,0.432,49,87
2025-11-07,home,2,12510,10548,0.509,163,82
2025-11-07,game_detail_spiderman2,2,4620,2259,0.369,57,69
2025-11-07,game_detail_gta6,2,11923,10211,0.447,66,71
2025-11-07,game_detail_astro,2,2651,2116,0.492,149,88
2025-11-07,support,2,3493,2680,0.390,219,84
2025-11-07,product_ps5_pro,3,40506,5333,0.294,73,51
2025-11-07,product_ps5,3,10100,6480,0.354,87,108
2025-11-07,home,3,10770,11256,0.285,111,75
2025-11-07,psplus,3,4766,3225,0.535,184,738
2025-11-07,game_detail_spiderman2,3,4547,2354,0.466,123,115
2025-11-07,game_detail_gta6,3,9730,6851,0.394,194,66
2025-11-07,game_detail_astro,3,3354,1995,0.497,121,51
2025-11-07,support,3,3900,1800,0.442,65,54
2025-11-08,product_ps5,1,13138,8408,0.363,50,63
2025-11-08,psplus,1,5389,5115,0.282,69,653
2025-11-08,product_ps5_pro,1,7412,4902,0.549,174,79
2025-11-08,home,1,22988,12480,0.282,85,79
2025-11-08,game_detail_spiderman2,1,5489,2988,0.327,137,71
2025-11-08,game_detail_astro,1,3453,2448,0.447,187,66
2025-11-08,game_detail_gta6,1,12323,9828,0.297,153,109
2025-11-08,support,1,3425,2165,0.510,61,109
2025-11-08,psplus,4,6759,3481,0.298,71,731
2025-11-08,product_ps5_pro,4,11271,6656,0.321,203,115
2025-11-08,product_ps5,4,15413,7248,0.512,133,83
2025-11-08,home,4,24094,9396,0.537,137,99
2025-11-08,game_detail_spiderman2,4,7161,2468,0.308,74,53
2025-11-08,game_detail_astro,4,2793,2277,0.484,206,73
2025-11-08,game_detail_gta6,4,16844,9455,0.335,111,73
2025-11-08,support,4,3717,2253,0.496,168,103
2025-11-08,product_ps5_pro,5,7323,5244,0.253,211,49
2025-11-08,product_ps5,5,11113,6864,0.401,65,67
2025-11-08,psplus,5,8976,4340,0.258,58,480
2025-11-08,home,5,15356,9984,0.250,219,112
2025-11-08,game_detail_spiderman2,5,6359,3832,0.372,205,56
2025-11-08,game_detail_astro,5,3912,2319,0.367,89,70
2025-11-08,game_detail_gta6,5,13154,8036,0.301,81,118
2025-11-08,support,5,4992,2637,0.328,125,57
2025-11-08,product_ps5,6,9938,8624,0.407,171,72
2025-11-08,psplus,6,5513,2959,0.258,168,573
2025-11-08,product_ps5_pro,6,8778,4965,0.313,117,60
2025-11-08,home,6,23588,7296,0.529,145,118
2025-11-08,game_detail_spiderman2,6,6480,3388,0.529,132,100
2025-11-08,game_detail_astro,6,4298,2541,0.322,60,81
2025-11-08,game_detail_gta6,6,16508,5889,0.515,113,117
2025-11-08,support,6,3571,2459,0.411,103,86
2025-11-08,psplus,2,6431,3337,0.258,97,648
2025-11-08,product_ps5_pro,2,12647,6384,0.419,215,86
2025-11-08,product_ps5,2,9288,8176,0.503,100,113
2025-11-08,home,2,21956,8016,0.380,135,85
2025-11-08,game_detail_spiderman2,2,7018,3619,0.399,175,82
2025-11-08,game_detail_gta6,2,14262,6711,0.282,160,60
2025-11-08,game_detail_astro,2,2603,1561,0.393,191,62
2025-11-08,support,2,3821,2227,0.374,154,88
2025-11-08,product_ps5_pro,3,10232,5586,0.534,112,119
2025-11-08,product_ps5,3,13063,5048,0.352,102,107
2025-11-08,home,3,22331,12660,0.530,124,87
2025-11-08,psplus,3,8575,3528,0.408,126,794
2025-11-08,game_detail_spiderman2,3,7213,3905,0.547,193,55
2025-11-08,game_detail_gta6,3,13110,10183,0.259,130,108
2025-11-08,game_detail_astro,3,3135,2238,0.547,83,67
2025-11-08,support,3,4554,2669,0.334,174,107
2025-11-09,product_ps5,1,13463,8448,0.504,159,60
2025-11-09,psplus,1,8728,4545,0.463,95,609
2025-11-09,product_ps5_pro,1,7145,5352,0.266,103,67
2025-11-09,home,1,24094,13056,0.254,165,56
2025-11-09,game_detail_spiderman2,1,6153,3835,0.419,58,117
2025-11-09,game_detail_astro,1,4309,1860,0.507,111,117
2025-11-09,game_detail_gta6,1,15137,7131,0.521,160,87
2025-11-09,support,1,3883,2637,0.401,71,107
2025-11-09,psplus,4,8692,3201,0.481,126,477
2025-11-09,product_ps5_pro,4,10391,5960,0.467,155,63
2025-11-09,product_ps5,4,15763,7368,0.543,49,104
2025-11-09,home,4,13763,7716,0.450,54,100
2025-11-09,game_detail_spiderman2,4,4022,3186,0.460,216,77
2025-11-09,game_detail_astro,4,4058,1470,0.468,163,83
2025-11-09,game_detail_gta6,4,11331,9249,0.450,107,99
2025-11-09,support,4,3775,2536,0.423,207,84
2025-11-09,product_ps5_pro,5,10143,4927,0.453,175,51
2025-11-09,product_ps5,5,12738,5680,0.538,180,59
2025-11-09,psplus,5,6475,4307,0.310,140,362
2025-11-09,home,5,19200,10908,0.537,139,98
2025-11-09,game_detail_spiderman2,5,6709,3458,0.291,198,64
2025-11-09,game_detail_astro,5,4320,1972,0.475,144,63
2025-11-09,game_detail_gta6,5,16202,9707,0.518,104,89
2025-11-09,support,5,5308,1680,0.525,123,55
2025-11-09,product_ps5,6,13500,8216,0.323,109,77
2025-11-09,psplus,6,8086,5054,0.380,78,786
2025-11-09,product_ps5_pro,6,7778,5447,0.342,209,116
2025-11-09,home,6,13969,8700,0.422,216,69
2025-11-09,game_detail_spiderman2,6,6503,2354,0.462,208,77
2025-11-09,game_detail_astro,6,2745,1930,0.533,78,52
2025-11-09,game_detail_gta6,6,12994,9436,0.423,145,71
2025-11-09,support,6,3192,1787,0.453,152,66
2025-11-09,psplus,2,6592,4844,0.324,73,337
2025-11-09,product_ps5_pro,2,7531,5763,0.549,61,56
2025-11-09,product_ps5,2,12750,6304,0.510,132,61
2025-11-09,home,2,13369,10296,0.307,81,117
2025-11-09,game_detail_spiderman2,2,4371,2974,0.351,160,55
2025-11-09,game_detail_gta6,2,15196,8587,0.365,73,96
2025-11-09,game_detail_astro,2,2702,2324,0.403,185,64
2025-11-09,support,2,4779,2032,0.507,188,81
2025-11-09,product_ps5_pro,3,10024,3889,0.287,161,91
2025-11-09,product_ps5,3,10563,5744,0.490,169,100
2025-11-09,home,3,24338,12876,0.486,126,57
2025-11-09,psplus,3,7503,3197,0.372,50,534
2025-11-09,game_detail_spiderman2,3,4377,2702,0.298,221,111
2025-11-09,game_detail_gta6,3,14350,7859,0.469,185,50
2025-11-09,game_detail_astro,3,3835,2088,0.292,83,119
2025-11-09,support,3,3338,2411,0.528,182,77
2025-11-10,product_ps5,1,9680,6400,0.380,202,87
2025-11-10,psplus,1,6679,3575,0.424,97,333
2025-11-10,product_ps5_pro,1,7845,6612,0.465,107,114
2025-11-10,home,1,13635,9360,0.542,171,53
2025-11-10,game_detail_spiderman2,1,3763,2292,0.544,79,70
2025-11-10,game_detail_astro,1,3707,1997,0.541,102,48
2025-11-10,game_detail_gta6,1,12075,9371,0.476,192,110
2025-11-10,support,1,2517,2464,0.355,77,86
2025-11-10,psplus,4,6148,3220,0.382,70,726
2025-11-10,product_ps5_pro,4,9168,5307,0.314,202,112
2025-11-10,product_ps5,4,7950,8528,0.466,109,117
2025-11-10,home,4,19395,12372,0.529,222,108
2025-11-10,game_detail_spiderman2,4,4363,2754,0.395,141,111
2025-11-10,game_detail_astro,4,3290,1580,0.288,74,74
2025-11-10,game_detail_gta6,4,13895,7187,0.529,214,80
2025-11-10,support,4,3877,2413,0.503,214,53
2025-11-10,product_ps5_pro,5,7592,6061,0.366,179,102
2025-11-10,product_ps5,5,9580,6880,0.531,108,79
2025-11-10,psplus,5,6055,4373,0.454,71,602
2025-11-10,home,5,13050,12996,0.284,199,115
2025-11-10,game_detail_spiderman2,5,5074,2490,0.330,162,119
2025-11-10,game_detail_astro,5,3792,2434,0.397,72,109
2025-11-10,game_detail_gta6,5,10057,5843,0.321,130,111
2025-11-10,support,5,3480,2488,0.338,94,91
2025-11-10,product_ps5,6,9260,6224,0.426,224,83
2025-11-10,psplus,6,7204,4797,0.269,188,362
2025-11-10,product_ps5_pro,6,6523,4788,0.533,195,51
2025-11-10,home,6,12300,11784,0.362,78,90
2025-11-10,game_detail_spiderman2,6,5042,3993,0.254,64,104
2025-11-10,game_detail_astro,6,2170,1472,0.459,164,56
2025-11-10,game_detail_gta6,6,9158,5992,0.347,169,75
2025-11-10,support,6,2430,2053,0.268,183,69
2025-11-10,psplus,2,5413,4223,0.273,112,344
2025-11-10,product_ps5_pro,2,8344,6403,0.277,56,75
2025-11-10,product_ps5,2,9020,8384,0.509,90,85
2025-11-10,home,2,10605,12456,0.388,103,114
2025-11-10,game_detail_spiderman2,2,5257,2600,0.524,69,56
2025-11-10,game_detail_gta6,2,12518,8531,0.344,187,57
