REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,FLIGHT_ID,PLACEMENT,COMPLETED_VIEWS,AVG_FREQUENCY,DAYPART,LOADED_AT
2025-11-15,PS5 Pro Launch Global,HULU_0101,2299.49,1232143,10176,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.66,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-16,PS5 Pro Launch Global,HULU_0101,2022.76,1232143,8674,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.31,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-17,PS5 Pro Launch Global,HULU_0101,1720.73,1071429,9530,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.22,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-18,PS5 Pro Launch Global,HULU_0101,2282.21,1071429,10738,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.53,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-19,PS5 Pro Launch Global,HULU_0101,2167.62,1071429,10455,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.59,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-20,PS5 Pro Launch Global,HULU_0101,1905.98,1071429,10176,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.41,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-21,PS5 Pro Launch Global,HULU_0101,1541.21,1071429,8280,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.66,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-22,PS5 Pro Launch Global,HULU_0101,1937.11,1232143,10867,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.37,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-23,PS5 Pro Launch Global,HULU_0101,2257.77,1232143,14925,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.39,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-24,PS5 Pro Launch Global,HULU_0101,2392.98,1071429,11890,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.19,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-25,PS5 Pro Launch Global,HULU_0101,1428.53,1071429,13072,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.43,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-26,PS5 Pro Launch Global,HULU_0101,2295.58,1071429,13286,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.36,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-27,PS5 Pro Launch Global,HULU_0101,1665.35,1071429,6958,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.56,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-28,PS5 Pro Launch Global,HULU_0101,3015.96,2250000,27518,FL_101_202511,HOMEPAGE_TAKEOVER,2047500,1.36,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-29,PS5 Pro Launch Global,HULU_0101,4192.46,2587500,23091,FL_101_202511,HOMEPAGE_TAKEOVER,2354625,1.56,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-30,PS5 Pro Launch Global,HULU_0101,4229.36,2587500,17885,FL_101_202511,HOMEPAGE_TAKEOVER,2354625,1.65,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-01,PS5 Pro Launch Global,HULU_0101,4680.35,2250000,25137,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.18,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-02,PS5 Pro Launch Global,HULU_0101,2875.59,2250000,13536,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.74,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-03,PS5 Pro Launch Global,HULU_0101,3862.19,2250000,24608,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.18,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-12-04,PS5 Pro Launch Global,HULU_0101,4171.00,2250000,25171,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.25,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-05,PS5 Pro Launch Global,HULU_0101,3449.10,2250000,16380,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.81,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-06,PS5 Pro Launch Global,HULU_0101,5613.01,2587500,29063,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.26,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-07,PS5 Pro Launch Global,HULU_0101,4805.88,2587500,23213,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.64,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-12-08,PS5 Pro Launch Global,HULU_0101,3725.83,2250000,25027,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.51,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-09,PS5 Pro Launch Global,HULU_0101,3765.93,2250000,16130,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.35,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-10,PS5 Pro Launch Global,HULU_0101,3360.87,2250000,13932,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.28,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-11,PS5 Pro Launch Global,HULU_0101,4203.09,2250000,15147,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.46,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-12-12,PS5 Pro Launch Global,HULU_0101,5201.72,2250000,22680,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.47,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-13,PS5 Pro Launch Global,HULU_0101,3998.75,2587500,15119,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.69,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-14,PS5 Pro Launch Global,HULU_0101,5442.36,2587500,22745,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.73,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-15,PS5 Pro Launch Global,HULU_0101,4884.89,2250000,19537,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.58,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-01,PS5 Pro Launch Global,HULU_0101,1598.88,1232143,15155,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.36,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-02,PS5 Pro Launch Global,HULU_0101,2297.30,1232143,18334,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.33,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-03,PS5 Pro Launch Global,HULU_0101,1543.12,1071429,14865,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.33,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-04,PS5 Pro Launch Global,HULU_0101,2301.31,1071429,13699,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.74,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-06,PS5 Pro Launch Global,HULU_0101,2182.90,1071429,15531,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.37,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-07,PS5 Pro Launch Global,HULU_0101,7400.86,3428571,41453,FL_101_202511,HOMEPAGE_TAKEOVER,3120000,1.28,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-08,PS5 Pro Launch Global,HULU_0101,2782.67,1232143,11748,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.37,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-09,PS5 Pro Launch Global,HULU_0101,1724.07,1232143,16607,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.36,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-10,PS5 Pro Launch Global,HULU_0101,1988.10,1071429,15213,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.81,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-11,PS5 Pro Launch Global,HULU_0101,1946.09,1071429,11927,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.32,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-12,PS5 Pro Launch Global,HULU_0101,1401.79,1071429,8794,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.49,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-13,PS5 Pro Launch Global,HULU_0101,2049.22,1071429,9492,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.36,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-14,PS5 Pro Launch Global,HULU_0101,1415.16,1071429,9984,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.38,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-15,PS5 Pro Launch Global,HULU_0101,1871.22,1232143,9081,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.50,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-16,PS5 Pro Launch Global,HULU_0101,2218.23,1232143,12252,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.30,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-17,PS5 Pro Launch Global,HULU_0101,1760.84,1071429,8689,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.34,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-18,PS5 Pro Launch Global,HULU_0101,1835.32,1071429,8054,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.73,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-19,PS5 Pro Launch Global,HULU_0101,2459.82,1071429,8988,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.49,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-20,PS5 Pro Launch Global,HULU_0101,1401.79,1071429,13901,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.46,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-21,PS5 Pro Launch Global,HULU_0101,1661.53,1071429,8010,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.81,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-22,PS5 Pro Launch Global,HULU_0101,1576.92,1232143,9636,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.46,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-23,PS5 Pro Launch Global,HULU_0101,2813.42,1232143,8935,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.32,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-24,PS5 Pro Launch Global,HULU_0101,2150.43,1071429,7694,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.77,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-25,PS5 Pro Launch Global,HULU_0101,1472.46,1071429,11341,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.37,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-26,PS5 Pro Launch Global,HULU_0101,1566.04,1071429,9257,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.69,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-27,PS5 Pro Launch Global,HULU_0101,1728.37,1071429,7552,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.29,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-28,PS5 Pro Launch Global,HULU_0101,4560.03,2250000,17111,FL_101_202511,HOMEPAGE_TAKEOVER,2047500,1.22,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-11-29,PS5 Pro Launch Global,HULU_0101,5894.35,2587500,24296,FL_101_202511,HOMEPAGE_TAKEOVER,2354625,1.40,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-30,PS5 Pro Launch Global,HULU_0101,4390.78,2587500,21064,FL_101_202511,HOMEPAGE_TAKEOVER,2354625,1.37,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-01,PS5 Pro Launch Global,HULU_0101,5213.75,2250000,22401,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.62,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-02,PS5 Pro Launch Global,HULU_0101,3168.36,2250000,20135,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.23,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-03,PS5 Pro Launch Global,HULU_0101,3882.24,2250000,16070,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.39,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-12-04,PS5 Pro Launch Global,HULU_0101,3300.71,2250000,19210,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.77,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-05,PS5 Pro Launch Global,HULU_0101,4479.82,2250000,15889,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.35,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-06,PS5 Pro Launch Global,HULU_0101,5834.39,2587500,23101,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.74,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-07,PS5 Pro Launch Global,HULU_0101,5437.75,2587500,28556,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.70,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-12-08,PS5 Pro Launch Global,HULU_0101,5101.46,2250000,20434,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.34,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-09,PS5 Pro Launch Global,HULU_0101,4223.14,2250000,19732,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.75,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-10,PS5 Pro Launch Global,HULU_0101,5165.63,2250000,24304,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.71,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-11,PS5 Pro Launch Global,HULU_0101,3629.57,2250000,14382,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.44,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-12-12,PS5 Pro Launch Global,HULU_0101,3557.38,2250000,19505,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.21,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-12-13,PS5 Pro Launch Global,HULU_0101,4155.56,2587500,24225,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.24,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-12-14,PS5 Pro Launch Global,HULU_0101,5442.36,2587500,21557,FL_101_202512,HOMEPAGE_TAKEOVER,2354625,1.56,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
2025-12-15,PS5 Pro Launch Global,HULU_0101,4303.35,2250000,17059,FL_101_202512,HOMEPAGE_TAKEOVER,2047500,1.24,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-01,PS5 Pro Launch Global,HULU_0101,2738.75,1232143,10843,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.32,PRIMETIME,2026-05-04 11:42:00.058000-07:00
2025-11-02,PS5 Pro Launch Global,HULU_0101,1939.31,1232143,10145,FL_101_202511,HOMEPAGE_TAKEOVER,1121250,1.25,LATE_NIGHT,2026-05-04 11:42:00.058000-07:00
2025-11-03,PS5 Pro Launch Global,HULU_0101,2198.18,1071429,15393,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.31,DAYTIME,2026-05-04 11:42:00.058000-07:00
2025-11-04,PS5 Pro Launch Global,HULU_0101,1732.19,1071429,11085,FL_101_202511,HOMEPAGE_TAKEOVER,975000,1.39,EARLY_FRINGE,2026-05-04 11:42:00.058000-07:00
