DATE_DAY,EVENT_TYPE,ACTIVE_USERS
2025-12-10,REMOTE_DL,292320
2025-12-10,FRIENDS_ACTIVITY,1936800
2025-12-10,TROPHY_VIEW,1081300
2025-12-10,STORE_CLICK,693160
2025-12-10,OPEN,3708000
2025-12-11,REMOTE_DL,239680
2025-12-11,FRIENDS_ACTIVITY,1506600
2025-12-11,TROPHY_VIEW,1250700
2025-12-11,STORE_CLICK,618140
2025-12-11,OPEN,4725000
2025-12-12,REMOTE_DL,244440
2025-12-12,FRIENDS_ACTIVITY,1917000
2025-12-12,TROPHY_VIEW,1159400
2025-12-12,STORE_CLICK,507160
2025-12-12,OPEN,5161500
2025-12-13,REMOTE_DL,424116
2025-12-13,FRIENDS_ACTIVITY,2745900
2025-12-13,TROPHY_VIEW,1263735
2025-12-13,STORE_CLICK,878850
2025-12-13,OPEN,6664275
2025-12-14,REMOTE_DL,444906
2025-12-14,FRIENDS_ACTIVITY,2490750
2025-12-14,TROPHY_VIEW,1192455
2025-12-14,STORE_CLICK,908145
2025-12-14,OPEN,5801625
2025-12-15,REMOTE_DL,316400
2025-12-15,FRIENDS_ACTIVITY,1803600
2025-12-15,TROPHY_VIEW,987800
2025-12-15,STORE_CLICK,508400
2025-12-15,OPEN,4990500
2025-12-16,REMOTE_DL,322840
2025-12-16,FRIENDS_ACTIVITY,1872000
2025-12-16,TROPHY_VIEW,1194600
2025-12-16,STORE_CLICK,723540
2025-12-16,OPEN,4657500
2025-12-17,REMOTE_DL,271040
2025-12-17,FRIENDS_ACTIVITY,1803600
2025-12-17,TROPHY_VIEW,1305700
2025-12-17,STORE_CLICK,595820
2025-12-17,OPEN,4018500
2025-12-18,REMOTE_DL,240520
2025-12-18,FRIENDS_ACTIVITY,1526400
2025-12-18,TROPHY_VIEW,992200
2025-12-18,STORE_CLICK,645420
2025-12-18,OPEN,4365000
2025-12-19,REMOTE_DL,296800
2025-12-19,FRIENDS_ACTIVITY,1780200
2025-12-19,TROPHY_VIEW,1129700
2025-12-19,STORE_CLICK,538160
2025-12-19,OPEN,3780000
2025-12-20,REMOTE_DL,419202
2025-12-20,FRIENDS_ACTIVITY,2191860
2025-12-20,TROPHY_VIEW,1349865
2025-12-20,STORE_CLICK,889731
2025-12-20,OPEN,7174575
2025-12-21,REMOTE_DL,368928
2025-12-21,FRIENDS_ACTIVITY,2517480
2025-12-21,TROPHY_VIEW,1614195
2025-12-21,STORE_CLICK,821934
2025-12-21,OPEN,4951125
2025-12-22,REMOTE_DL,263480
2025-12-22,FRIENDS_ACTIVITY,1828800
2025-12-22,TROPHY_VIEW,1119800
2025-12-22,STORE_CLICK,556760
2025-12-22,OPEN,5359500
2025-12-23,REMOTE_DL,281680
2025-12-23,FRIENDS_ACTIVITY,2098800
2025-12-23,TROPHY_VIEW,939400
2025-12-23,STORE_CLICK,586520
2025-12-23,OPEN,5080500
2025-12-24,REMOTE_DL,224000
2025-12-24,FRIENDS_ACTIVITY,1571400
2025-12-24,TROPHY_VIEW,1260600
2025-12-24,STORE_CLICK,593960
2025-12-24,OPEN,5364000
2025-12-25,REMOTE_DL,324240
2025-12-25,FRIENDS_ACTIVITY,1996200
2025-12-25,TROPHY_VIEW,881100
2025-12-25,STORE_CLICK,711760
2025-12-25,OPEN,4711500
2025-12-26,REMOTE_DL,328160
2025-12-26,FRIENDS_ACTIVITY,2158200
2025-12-26,TROPHY_VIEW,1249600
2025-12-26,STORE_CLICK,646660
2025-12-26,OPEN,4293000
2025-12-27,REMOTE_DL,311472
2025-12-27,FRIENDS_ACTIVITY,2784780
2025-12-27,TROPHY_VIEW,1738935
2025-12-27,STORE_CLICK,991845
2025-12-27,OPEN,6828300
2025-12-28,REMOTE_DL,382158
2025-12-28,FRIENDS_ACTIVITY,2425140
2025-12-28,TROPHY_VIEW,1752300
2025-12-28,STORE_CLICK,856251
2025-12-28,OPEN,6202575
2025-12-29,REMOTE_DL,498540
2025-12-29,FRIENDS_ACTIVITY,2783700
2025-12-29,TROPHY_VIEW,1798500
2025-12-29,STORE_CLICK,1093680
2025-12-29,OPEN,7647750
2025-12-30,REMOTE_DL,348600
2025-12-30,FRIENDS_ACTIVITY,2376000
2025-12-30,TROPHY_VIEW,1684650
2025-12-30,STORE_CLICK,1113210
2025-12-30,OPEN,7998750
2025-12-31,REMOTE_DL,436380
2025-12-31,FRIENDS_ACTIVITY,3172500
2025-12-31,TROPHY_VIEW,1339800
2025-12-31,STORE_CLICK,828630
2025-12-31,OPEN,5845500
2026-01-01,REMOTE_DL,468720
2026-01-01,FRIENDS_ACTIVITY,3210300
2026-01-01,TROPHY_VIEW,1940400
2026-01-01,STORE_CLICK,968130
2026-01-01,OPEN,7357500
2026-01-02,REMOTE_DL,474180
2026-01-02,FRIENDS_ACTIVITY,2748600
2026-01-02,TROPHY_VIEW,1636800
2026-01-02,STORE_CLICK,922560
2026-01-02,OPEN,5589000
2026-01-03,REMOTE_DL,497826
2026-01-03,FRIENDS_ACTIVITY,4275585
2026-01-03,TROPHY_VIEW,2240865
2026-01-03,STORE_CLICK,1107351
2026-01-03,OPEN,8164800
2026-01-04,REMOTE_DL,504063
2026-01-04,FRIENDS_ACTIVITY,2996190
2026-01-04,TROPHY_VIEW,2619540
2026-01-04,STORE_CLICK,1468935
2026-01-04,OPEN,7982550
2026-01-05,REMOTE_DL,384720
2026-01-05,FRIENDS_ACTIVITY,2681100
2026-01-05,TROPHY_VIEW,1867800
2026-01-05,STORE_CLICK,810030
2026-01-05,OPEN,6608250
2026-01-06,REMOTE_DL,407820
2026-01-06,FRIENDS_ACTIVITY,2991600
2026-01-06,TROPHY_VIEW,1862850
2026-01-06,STORE_CLICK,858390
2026-01-06,OPEN,7202250
2026-01-07,REMOTE_DL,363720
2026-01-07,FRIENDS_ACTIVITY,2351700
2026-01-07,TROPHY_VIEW,1509750
2026-01-07,STORE_CLICK,981150
2026-01-07,OPEN,7229250
2026-01-08,REMOTE_DL,384720
2026-01-08,FRIENDS_ACTIVITY,2413800
2026-01-08,TROPHY_VIEW,1872750
2026-01-08,STORE_CLICK,980220
2026-01-08,OPEN,7438500
2026-01-09,REMOTE_DL,488460
2026-01-09,FRIENDS_ACTIVITY,2762100
2026-01-09,TROPHY_VIEW,1912350
2026-01-09,STORE_CLICK,1070430
2026-01-09,OPEN,7418250
2026-01-10,REMOTE_DL,477414
2026-01-10,FRIENDS_ACTIVITY,4093335
2026-01-10,TROPHY_VIEW,1949063
2026-01-10,STORE_CLICK,1168871
2026-01-10,OPEN,9704813
2026-01-11,REMOTE_DL,575505
2026-01-11,FRIENDS_ACTIVITY,3451815
2026-01-11,TROPHY_VIEW,2532668
2026-01-11,STORE_CLICK,1245456
2026-01-11,OPEN,8128350
2026-01-12,REMOTE_DL,398580
2026-01-12,FRIENDS_ACTIVITY,2289600
2026-01-12,TROPHY_VIEW,1402500
2026-01-12,STORE_CLICK,1077870
2026-01-12,OPEN,7040250
2026-01-13,REMOTE_DL,458220
2026-01-13,FRIENDS_ACTIVITY,2176200
2026-01-13,TROPHY_VIEW,1508100
2026-01-13,STORE_CLICK,746790
2026-01-13,OPEN,5771250
2026-01-14,REMOTE_DL,381360
2026-01-14,FRIENDS_ACTIVITY,2886300
2026-01-14,TROPHY_VIEW,1683000
2026-01-14,STORE_CLICK,914190
2026-01-14,OPEN,7269750
2026-01-15,REMOTE_DL,364980
2026-01-15,FRIENDS_ACTIVITY,2678400
2026-01-15,TROPHY_VIEW,1320000
2026-01-15,STORE_CLICK,1063920
2026-01-15,OPEN,6513750
2026-01-16,REMOTE_DL,412440
2026-01-16,FRIENDS_ACTIVITY,2548800
2026-01-16,TROPHY_VIEW,1448700
2026-01-16,STORE_CLICK,1035090
2026-01-16,OPEN,7708500
2026-01-17,REMOTE_DL,475146
2026-01-17,FRIENDS_ACTIVITY,3480975
2026-01-17,TROPHY_VIEW,2194088
2026-01-17,STORE_CLICK,1481490
2026-01-17,OPEN,9723038
2026-01-18,REMOTE_DL,533547
2026-01-18,FRIENDS_ACTIVITY,3677805
2026-01-18,TROPHY_VIEW,2532668
2026-01-18,STORE_CLICK,1244201
2026-01-18,OPEN,9021375
2026-01-19,REMOTE_DL,346080
2026-01-19,FRIENDS_ACTIVITY,3080700
2026-01-19,TROPHY_VIEW,1663200
2026-01-19,STORE_CLICK,855600
2026-01-19,OPEN,7296750
2026-01-20,REMOTE_DL,465780
2026-01-20,FRIENDS_ACTIVITY,2762100
2026-01-20,TROPHY_VIEW,1975050
2026-01-20,STORE_CLICK,785850
2026-01-20,OPEN,5730750
2026-01-21,REMOTE_DL,438900
2026-01-21,FRIENDS_ACTIVITY,3167100
2026-01-21,TROPHY_VIEW,1798500
2026-01-21,STORE_CLICK,912330
2026-01-21,OPEN,6297750
2026-01-22,REMOTE_DL,401520
2026-01-22,FRIENDS_ACTIVITY,2762100
2026-01-22,TROPHY_VIEW,1455300
2026-01-22,STORE_CLICK,765390
2026-01-22,OPEN,6081750
2026-01-23,REMOTE_DL,352380
2026-01-23,FRIENDS_ACTIVITY,2467800
2026-01-23,TROPHY_VIEW,1808400
2026-01-23,STORE_CLICK,920700
2026-01-23,OPEN,5663250
2026-01-24,REMOTE_DL,593082
2026-01-24,FRIENDS_ACTIVITY,3787155
2026-01-24,TROPHY_VIEW,2234183
2026-01-24,STORE_CLICK,1191470
2026-01-24,OPEN,8693325
2026-01-25,REMOTE_DL,551124
2026-01-25,FRIENDS_ACTIVITY,4148010
2026-01-25,TROPHY_VIEW,1853280
2026-01-25,STORE_CLICK,1138739
2026-01-25,OPEN,10862100
2026-01-26,REMOTE_DL,472500
2026-01-26,FRIENDS_ACTIVITY,3129300
2026-01-26,TROPHY_VIEW,1466850
2026-01-26,STORE_CLICK,990450
2026-01-26,OPEN,7573500
2026-01-27,REMOTE_DL,501480
2026-01-27,FRIENDS_ACTIVITY,2683800
2026-01-27,TROPHY_VIEW,1590600
2026-01-27,STORE_CLICK,968130
2026-01-27,OPEN,5832000
2026-01-28,REMOTE_DL,366660
2026-01-28,FRIENDS_ACTIVITY,2529900
2026-01-28,TROPHY_VIEW,1765500
2026-01-28,STORE_CLICK,899310
2026-01-28,OPEN,6540750
2026-01-29,REMOTE_DL,387240
2026-01-29,FRIENDS_ACTIVITY,2613600
2026-01-29,TROPHY_VIEW,1527900
2026-01-29,STORE_CLICK,1075080
2026-01-29,OPEN,7742250
2026-01-30,REMOTE_DL,476700
2026-01-30,FRIENDS_ACTIVITY,2810700
2026-01-30,TROPHY_VIEW,1608750
2026-01-30,STORE_CLICK,1058340
2026-01-30,OPEN,6378750
2026-01-31,REMOTE_DL,637875
2026-01-31,FRIENDS_ACTIVITY,4271940
2026-01-31,TROPHY_VIEW,1822095
2026-01-31,STORE_CLICK,1176404
2026-01-31,OPEN,8082788
2026-02-01,REMOTE_DL,458136
2026-02-01,FRIENDS_ACTIVITY,3845475
2026-02-01,TROPHY_VIEW,2543805
2026-02-01,STORE_CLICK,1452614
2026-02-01,OPEN,10506713
2026-02-02,REMOTE_DL,435120
2026-02-02,FRIENDS_ACTIVITY,2694600
2026-02-02,TROPHY_VIEW,1699500
2026-02-02,STORE_CLICK,1002540
2026-02-02,OPEN,6446250
2026-02-03,REMOTE_DL,485520
2026-02-03,FRIENDS_ACTIVITY,2262600
2026-02-03,TROPHY_VIEW,1564200
2026-02-03,STORE_CLICK,889080
2026-02-03,OPEN,7985250
2026-02-04,REMOTE_DL,488460
2026-02-04,FRIENDS_ACTIVITY,3075300
2026-02-04,TROPHY_VIEW,1493250
2026-02-04,STORE_CLICK,948600
2026-02-04,OPEN,6851250
2026-02-05,REMOTE_DL,353640
2026-02-05,FRIENDS_ACTIVITY,2473200
2026-02-05,TROPHY_VIEW,1816650
2026-02-05,STORE_CLICK,814680
2026-02-05,OPEN,7566750
2026-02-06,REMOTE_DL,405300
2026-02-06,FRIENDS_ACTIVITY,2586600
2026-02-06,TROPHY_VIEW,1519650
2026-02-06,STORE_CLICK,753300
2026-02-06,OPEN,6351750
2026-02-07,REMOTE_DL,678699
2026-02-07,FRIENDS_ACTIVITY,4202685
2026-02-07,TROPHY_VIEW,2084940
2026-02-07,STORE_CLICK,1057131
2026-02-07,OPEN,8237700
2026-02-08,REMOTE_DL,515970
2026-02-08,FRIENDS_ACTIVITY,4195395
2026-02-08,TROPHY_VIEW,1998068
2026-02-08,STORE_CLICK,1138739
2026-02-08,OPEN,8091900
2026-02-09,REMOTE_DL,394800
2026-02-09,FRIENDS_ACTIVITY,2646000
2026-02-09,TROPHY_VIEW,1356300
2026-02-09,STORE_CLICK,892800
2026-02-09,OPEN,6122250
2026-02-10,REMOTE_DL,435540
2026-02-10,FRIENDS_ACTIVITY,2235600
2026-02-10,TROPHY_VIEW,1915650
2026-02-10,STORE_CLICK,990450
2026-02-10,OPEN,7836750
2026-02-11,REMOTE_DL,468300
2026-02-11,FRIENDS_ACTIVITY,2862000
2026-02-11,TROPHY_VIEW,1353000
2026-02-11,STORE_CLICK,969060
2026-02-11,OPEN,5960250
2026-02-12,REMOTE_DL,497700
2026-02-12,FRIENDS_ACTIVITY,2435400
2026-02-12,TROPHY_VIEW,1400850
2026-02-12,STORE_CLICK,1066710
2026-02-12,OPEN,5818500
2026-02-13,REMOTE_DL,380520
2026-02-13,FRIENDS_ACTIVITY,2705400
2026-02-13,TROPHY_VIEW,1615350
2026-02-13,STORE_CLICK,832350
2026-02-13,OPEN,7006500
2026-02-14,REMOTE_DL,508599
2026-02-14,FRIENDS_ACTIVITY,3327885
2026-02-14,TROPHY_VIEW,2004750
2026-02-14,STORE_CLICK,1443825
2026-02-14,OPEN,7618050
2026-02-15,REMOTE_DL,470610
2026-02-15,FRIENDS_ACTIVITY,4180815
2026-02-15,TROPHY_VIEW,1975793
2026-02-15,STORE_CLICK,1214069
2026-02-15,OPEN,8146575
2026-02-16,REMOTE_DL,346500
2026-02-16,FRIENDS_ACTIVITY,2635200
2026-02-16,TROPHY_VIEW,1801800
2026-02-16,STORE_CLICK,754230
2026-02-16,OPEN,7823250
2026-02-17,REMOTE_DL,395640
2026-02-17,FRIENDS_ACTIVITY,2246400
2026-02-17,TROPHY_VIEW,1828200
2026-02-17,STORE_CLICK,1033230
2026-02-17,OPEN,6864750
2026-02-18,REMOTE_DL,403620
2026-02-18,FRIENDS_ACTIVITY,2600100
2026-02-18,TROPHY_VIEW,1564200
2026-02-18,STORE_CLICK,870480
2026-02-18,OPEN,5791500
2026-02-19,REMOTE_DL,341460
2026-02-19,FRIENDS_ACTIVITY,2891700
2026-02-19,TROPHY_VIEW,1430550
2026-02-19,STORE_CLICK,1056480
2026-02-19,OPEN,7438500
2026-02-20,REMOTE_DL,443940
2026-02-20,FRIENDS_ACTIVITY,2781000
2026-02-20,TROPHY_VIEW,1786950
2026-02-20,STORE_CLICK,831420
2026-02-20,OPEN,7411500
2026-02-21,REMOTE_DL,493857
2026-02-21,FRIENDS_ACTIVITY,3123765
2026-02-21,TROPHY_VIEW,2610630
2026-02-21,STORE_CLICK,1457636
2026-02-21,OPEN,10825650
2026-02-22,REMOTE_DL,523341
2026-02-22,FRIENDS_ACTIVITY,4250070
2026-02-22,TROPHY_VIEW,2325510
2026-02-22,STORE_CLICK,1097307
2026-02-22,OPEN,7608938
2026-02-23,REMOTE_DL,403620
2026-02-23,FRIENDS_ACTIVITY,2181600
2026-02-23,TROPHY_VIEW,1895850
2026-02-23,STORE_CLICK,825840
2026-02-23,OPEN,6594750
2026-02-24,REMOTE_DL,346080
2026-02-24,FRIENDS_ACTIVITY,2365200
2026-02-24,TROPHY_VIEW,1727550
2026-02-24,STORE_CLICK,803520
2026-02-24,OPEN,5913000
2026-02-25,REMOTE_DL,420840
2026-02-25,FRIENDS_ACTIVITY,2214000
2026-02-25,TROPHY_VIEW,1821600
2026-02-25,STORE_CLICK,858390
2026-02-25,OPEN,7161750
2026-02-26,REMOTE_DL,456960
2026-02-26,FRIENDS_ACTIVITY,2772900
2026-02-26,TROPHY_VIEW,1727550
2026-02-26,STORE_CLICK,1012770
2026-02-26,OPEN,7418250
2026-02-27,REMOTE_DL,338100
2026-02-27,FRIENDS_ACTIVITY,2886300
2026-02-27,TROPHY_VIEW,1387650
2026-02-27,STORE_CLICK,1071360
2026-02-27,OPEN,7033500
2026-02-28,REMOTE_DL,546021
2026-02-28,FRIENDS_ACTIVITY,4100625
2026-02-28,TROPHY_VIEW,2443568
2026-02-28,STORE_CLICK,1251734
2026-02-28,OPEN,8337938
2026-03-01,REMOTE_DL,680400
2026-03-01,FRIENDS_ACTIVITY,3903795
2026-03-01,TROPHY_VIEW,2514848
2026-03-01,STORE_CLICK,1421226
2026-03-01,OPEN,9969075
2026-03-02,REMOTE_DL,270200
2026-03-02,FRIENDS_ACTIVITY,1539000
2026-03-02,TROPHY_VIEW,1076900
2026-03-02,STORE_CLICK,726020
2026-03-02,OPEN,4180500
2026-03-03,REMOTE_DL,327320
2026-03-03,FRIENDS_ACTIVITY,1602000
2026-03-03,TROPHY_VIEW,1091200
2026-03-03,STORE_CLICK,543120
2026-03-03,OPEN,3645000
2026-03-04,REMOTE_DL,239120
2026-03-04,FRIENDS_ACTIVITY,1945800
2026-03-04,TROPHY_VIEW,1246300
2026-03-04,STORE_CLICK,497240
2026-03-04,OPEN,4936500
2026-03-05,REMOTE_DL,274680
2026-03-05,FRIENDS_ACTIVITY,2138400
2026-03-05,TROPHY_VIEW,1159400
2026-03-05,STORE_CLICK,729740
2026-03-05,OPEN,4189500
2026-03-06,REMOTE_DL,291480
2026-03-06,FRIENDS_ACTIVITY,1670400
2026-03-06,TROPHY_VIEW,933900
2026-03-06,STORE_CLICK,536920
2026-03-06,OPEN,4356000
2026-03-07,REMOTE_DL,405594
2026-03-07,FRIENDS_ACTIVITY,2668140
2026-03-07,TROPHY_VIEW,1455300
2026-03-07,STORE_CLICK,742419
2026-03-07,OPEN,5431050
2026-03-08,REMOTE_DL,368928
2026-03-08,FRIENDS_ACTIVITY,2259900
2026-03-08,TROPHY_VIEW,1333530
2026-03-08,STORE_CLICK,739908
2026-03-08,OPEN,5017950
2026-03-09,REMOTE_DL,310240
2026-03-09,FRIENDS_ACTIVITY,1828800
2026-03-09,TROPHY_VIEW,928400
2026-03-09,STORE_CLICK,689440
2026-03-09,OPEN,4891500
2026-03-10,REMOTE_DL,224280
2026-03-10,FRIENDS_ACTIVITY,1609200
2026-03-10,TROPHY_VIEW,944900
2026-03-10,STORE_CLICK,710520
2026-03-10,OPEN,4716000
2026-03-11,REMOTE_DL,286720
2026-03-11,FRIENDS_ACTIVITY,1441800
2026-03-11,TROPHY_VIEW,984500
2026-03-11,STORE_CLICK,574740
2026-03-11,OPEN,4801500
2026-03-12,REMOTE_DL,330400
2026-03-12,FRIENDS_ACTIVITY,1486800
2026-03-12,TROPHY_VIEW,994400
2026-03-12,STORE_CLICK,664640
2026-03-12,OPEN,4999500
2026-03-13,REMOTE_DL,299040
2026-03-13,FRIENDS_ACTIVITY,1825200
2026-03-13,TROPHY_VIEW,1039500
2026-03-13,STORE_CLICK,678900
2026-03-13,OPEN,3960000
2026-03-14,REMOTE_DL,413154
2026-03-14,FRIENDS_ACTIVITY,2240460
2026-03-14,TROPHY_VIEW,1728540
2026-03-14,STORE_CLICK,937440
2026-03-14,OPEN,7016625
2026-03-15,REMOTE_DL,444150
2026-03-15,FRIENDS_ACTIVITY,2908710
2026-03-15,TROPHY_VIEW,1447875
2026-03-15,STORE_CLICK,729864
2026-03-15,OPEN,6275475
2026-03-16,REMOTE_DL,271600
2026-03-16,FRIENDS_ACTIVITY,2061000
2026-03-16,TROPHY_VIEW,1018600
2026-03-16,STORE_CLICK,689440
2026-03-16,OPEN,3748500
2026-03-17,REMOTE_DL,303520
2026-03-17,FRIENDS_ACTIVITY,1861200
