REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,LINE_ITEM,INSERTION_ORDER,REVENUE_ADV_CURRENCY,ACTIVE_VIEW_PCT,VIEWABLE_IMPRESSIONS,LOADED_AT
2025-11-19,PS5 Pro Launch Global,partner_0451,539.84,3157895,22707,LI_101_CAROUSEL,IO_101,550.6300,0.809,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-20,PS5 Pro Launch Global,partner_0451,449.18,3157895,34813,LI_101_CAROUSEL,IO_101,458.1700,0.632,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-21,PS5 Pro Launch Global,partner_0451,587.20,3157895,27853,LI_101_CAROUSEL,IO_101,598.9400,0.642,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-22,PS5 Pro Launch Global,partner_0451,658.88,3631579,37768,LI_101_CAROUSEL,IO_101,672.0600,0.657,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-23,PS5 Pro Launch Global,partner_0451,539.40,3631579,30822,LI_101_CAROUSEL,IO_101,550.1900,0.727,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-24,PS5 Pro Launch Global,partner_0451,583.13,3157895,38137,LI_101_CAROUSEL,IO_101,594.7900,0.920,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-25,PS5 Pro Launch Global,partner_0451,365.15,3157895,28833,LI_101_CAROUSEL,IO_101,372.4600,0.695,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-26,PS5 Pro Launch Global,partner_0451,564.79,3157895,30568,LI_101_CAROUSEL,IO_101,576.0900,0.644,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-27,PS5 Pro Launch Global,partner_0451,379.92,3157895,35765,LI_101_CAROUSEL,IO_101,387.5200,0.728,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-28,PS5 Pro Launch Global,partner_0451,1130.45,6631579,66029,LI_101_CAROUSEL,IO_101,1153.0600,0.699,4509474,2026-05-04 11:41:52.776000-07:00
2025-11-29,PS5 Pro Launch Global,partner_0451,1490.65,7626316,75751,LI_101_CAROUSEL,IO_101,1520.4700,0.644,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-30,PS5 Pro Launch Global,partner_0451,990.08,7626316,62084,LI_101_CAROUSEL,IO_101,1009.8800,0.920,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-01,PS5 Pro Launch Global,partner_0451,1364.67,6631579,54936,LI_101_CAROUSEL,IO_101,1391.9600,0.670,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-02,PS5 Pro Launch Global,partner_0451,1102.64,6631579,43386,LI_101_CAROUSEL,IO_101,1124.6900,0.748,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-03,PS5 Pro Launch Global,partner_0451,987.14,6631579,73022,LI_101_CAROUSEL,IO_101,1006.8800,0.747,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-04,PS5 Pro Launch Global,partner_0451,965.75,6631579,61987,LI_101_CAROUSEL,IO_101,985.0600,0.789,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-05,PS5 Pro Launch Global,partner_0451,998.90,6631579,48278,LI_101_CAROUSEL,IO_101,1018.8800,0.908,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-06,PS5 Pro Launch Global,partner_0451,1392.26,7626316,76873,LI_101_CAROUSEL,IO_101,1420.1000,0.698,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-08,PS5 Pro Launch Global,partner_0451,1333.65,6631579,44352,LI_101_CAROUSEL,IO_101,1360.3200,0.821,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-09,PS5 Pro Launch Global,partner_0451,897.30,6631579,42925,LI_101_CAROUSEL,IO_101,915.2500,0.763,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-10,PS5 Pro Launch Global,partner_0451,992.48,6631579,65244,LI_101_CAROUSEL,IO_101,1012.3300,0.724,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-12,PS5 Pro Launch Global,partner_0451,1018.15,6631579,53031,LI_101_CAROUSEL,IO_101,1038.5200,0.797,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-13,PS5 Pro Launch Global,partner_0451,983.93,7626316,80009,LI_101_CAROUSEL,IO_101,1003.6100,0.778,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-14,PS5 Pro Launch Global,partner_0451,1066.33,7626316,47527,LI_101_CAROUSEL,IO_101,1087.6600,0.897,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-01,PS5 Pro Launch Global,partner_0451,409.97,3631579,31232,LI_101_CAROUSEL,IO_101,418.1700,0.756,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-02,PS5 Pro Launch Global,partner_0451,690.51,3631579,48634,LI_101_CAROUSEL,IO_101,704.3200,0.746,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-03,PS5 Pro Launch Global,partner_0451,587.71,3157895,34492,LI_101_CAROUSEL,IO_101,599.4600,0.912,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-04,PS5 Pro Launch Global,partner_0451,367.70,3157895,48697,LI_101_CAROUSEL,IO_101,375.0500,0.774,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-05,PS5 Pro Launch Global,partner_0451,591.27,3157895,29346,LI_101_CAROUSEL,IO_101,603.1000,0.673,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-06,PS5 Pro Launch Global,partner_0451,453.77,3157895,35469,LI_101_CAROUSEL,IO_101,462.8400,0.691,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-07,PS5 Pro Launch Global,partner_0451,1445.54,10105263,151999,LI_101_CAROUSEL,IO_101,1474.4500,0.671,6871579,2026-05-04 11:41:52.776000-07:00
2025-11-08,PS5 Pro Launch Global,partner_0451,422.27,3631579,32225,LI_101_CAROUSEL,IO_101,430.7100,0.652,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-09,PS5 Pro Launch Global,partner_0451,648.92,3631579,28553,LI_101_CAROUSEL,IO_101,661.9000,0.650,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-10,PS5 Pro Launch Global,partner_0451,437.47,3157895,36045,LI_101_CAROUSEL,IO_101,446.2200,0.815,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-11,PS5 Pro Launch Global,partner_0451,578.54,3157895,42998,LI_101_CAROUSEL,IO_101,590.1100,0.865,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-12,PS5 Pro Launch Global,partner_0451,552.06,3157895,40608,LI_101_CAROUSEL,IO_101,563.1000,0.634,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-13,PS5 Pro Launch Global,partner_0451,498.08,3157895,45390,LI_101_CAROUSEL,IO_101,508.0400,0.657,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-14,PS5 Pro Launch Global,partner_0451,650.35,3157895,39613,LI_101_CAROUSEL,IO_101,663.3600,0.911,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-16,PS5 Pro Launch Global,partner_0451,741.46,3631579,37071,LI_101_CAROUSEL,IO_101,756.2900,0.678,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-17,PS5 Pro Launch Global,partner_0451,571.92,3157895,24783,LI_101_CAROUSEL,IO_101,583.3600,0.639,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-18,PS5 Pro Launch Global,partner_0451,554.61,3157895,40653,LI_101_CAROUSEL,IO_101,565.7000,0.620,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-19,PS5 Pro Launch Global,partner_0451,486.87,3157895,35141,LI_101_CAROUSEL,IO_101,496.6100,0.627,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-20,PS5 Pro Launch Global,partner_0451,419.65,3157895,30260,LI_101_CAROUSEL,IO_101,428.0400,0.640,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-21,PS5 Pro Launch Global,partner_0451,560.21,3157895,23874,LI_101_CAROUSEL,IO_101,571.4100,0.621,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-22,PS5 Pro Launch Global,partner_0451,596.80,3631579,37768,LI_101_CAROUSEL,IO_101,608.7400,0.626,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-23,PS5 Pro Launch Global,partner_0451,723.30,3631579,47579,LI_101_CAROUSEL,IO_101,737.7700,0.909,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-24,PS5 Pro Launch Global,partner_0451,576.50,3157895,31953,LI_101_CAROUSEL,IO_101,588.0400,0.652,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-25,PS5 Pro Launch Global,partner_0451,604.52,3157895,23985,LI_101_CAROUSEL,IO_101,616.6100,0.647,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-26,PS5 Pro Launch Global,partner_0451,577.01,3157895,34611,LI_101_CAROUSEL,IO_101,588.5500,0.878,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-27,PS5 Pro Launch Global,partner_0451,426.78,3157895,33514,LI_101_CAROUSEL,IO_101,435.3100,0.620,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-28,PS5 Pro Launch Global,partner_0451,1303.71,6631579,67589,LI_101_CAROUSEL,IO_101,1329.7800,0.690,4509474,2026-05-04 11:41:52.776000-07:00
2025-11-29,PS5 Pro Launch Global,partner_0451,1537.39,7626316,57997,LI_101_CAROUSEL,IO_101,1568.1400,0.790,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-30,PS5 Pro Launch Global,partner_0451,1531.24,7626316,77898,LI_101_CAROUSEL,IO_101,1561.8600,0.684,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-01,PS5 Pro Launch Global,partner_0451,964.68,6631579,67536,LI_101_CAROUSEL,IO_101,983.9700,0.631,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-02,PS5 Pro Launch Global,partner_0451,1026.71,6631579,39896,LI_101_CAROUSEL,IO_101,1047.2400,0.856,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-03,PS5 Pro Launch Global,partner_0451,1326.17,6631579,40458,LI_101_CAROUSEL,IO_101,1352.6900,0.791,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-04,PS5 Pro Launch Global,partner_0451,1272.69,6631579,52225,LI_101_CAROUSEL,IO_101,1298.1400,0.674,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-05,PS5 Pro Launch Global,partner_0451,1273.76,6631579,61796,LI_101_CAROUSEL,IO_101,1299.2400,0.773,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-06,PS5 Pro Launch Global,partner_0451,1448.84,7626316,74128,LI_101_CAROUSEL,IO_101,1477.8100,0.689,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-08,PS5 Pro Launch Global,partner_0451,1120.82,6631579,67228,LI_101_CAROUSEL,IO_101,1143.2400,0.678,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-09,PS5 Pro Launch Global,partner_0451,752.92,6631579,57233,LI_101_CAROUSEL,IO_101,767.9800,0.894,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-10,PS5 Pro Launch Global,partner_0451,1380.71,6631579,54750,LI_101_CAROUSEL,IO_101,1408.3200,0.758,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-12,PS5 Pro Launch Global,partner_0451,1074.84,6631579,39217,LI_101_CAROUSEL,IO_101,1096.3300,0.676,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-13,PS5 Pro Launch Global,partner_0451,950.72,7626316,69881,LI_101_CAROUSEL,IO_101,969.7400,0.739,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-14,PS5 Pro Launch Global,partner_0451,903.98,7626316,54531,LI_101_CAROUSEL,IO_101,922.0600,0.655,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-01,PS5 Pro Launch Global,partner_0451,482.01,3631579,45758,LI_101_CAROUSEL,IO_101,491.6500,0.881,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-02,PS5 Pro Launch Global,partner_0451,534.72,3631579,46473,LI_101_CAROUSEL,IO_101,545.4100,0.688,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-03,PS5 Pro Launch Global,partner_0451,536.27,3157895,36978,LI_101_CAROUSEL,IO_101,547.0000,0.845,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-04,PS5 Pro Launch Global,partner_0451,613.68,3157895,32054,LI_101_CAROUSEL,IO_101,625.9600,0.637,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-05,PS5 Pro Launch Global,partner_0451,631.51,3157895,46464,LI_101_CAROUSEL,IO_101,644.1400,0.640,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-06,PS5 Pro Launch Global,partner_0451,411.50,3157895,26072,LI_101_CAROUSEL,IO_101,419.7300,0.810,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-07,PS5 Pro Launch Global,partner_0451,1302.13,10105263,127949,LI_101_CAROUSEL,IO_101,1328.1700,0.677,6871579,2026-05-04 11:41:52.776000-07:00
2025-11-08,PS5 Pro Launch Global,partner_0451,476.15,3631579,39082,LI_101_CAROUSEL,IO_101,485.6700,0.652,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-09,PS5 Pro Launch Global,partner_0451,651.27,3631579,38410,LI_101_CAROUSEL,IO_101,664.2900,0.827,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-10,PS5 Pro Launch Global,partner_0451,523.54,3157895,36339,LI_101_CAROUSEL,IO_101,534.0100,0.654,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-11,PS5 Pro Launch Global,partner_0451,494.51,3157895,40383,LI_101_CAROUSEL,IO_101,504.4000,0.774,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-12,PS5 Pro Launch Global,partner_0451,507.75,3157895,36864,LI_101_CAROUSEL,IO_101,517.9100,0.872,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-13,PS5 Pro Launch Global,partner_0451,388.07,3157895,26549,LI_101_CAROUSEL,IO_101,395.8300,0.759,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-14,PS5 Pro Launch Global,partner_0451,458.86,3157895,43574,LI_101_CAROUSEL,IO_101,468.0400,0.895,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-16,PS5 Pro Launch Global,partner_0451,559.90,3631579,26205,LI_101_CAROUSEL,IO_101,571.1000,0.708,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-17,PS5 Pro Launch Global,partner_0451,366.17,3157895,27261,LI_101_CAROUSEL,IO_101,373.5000,0.661,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-18,PS5 Pro Launch Global,partner_0451,502.66,3157895,41199,LI_101_CAROUSEL,IO_101,512.7100,0.662,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-19,PS5 Pro Launch Global,partner_0451,404.37,3157895,22707,LI_101_CAROUSEL,IO_101,412.4600,0.908,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-20,PS5 Pro Launch Global,partner_0451,495.02,3157895,28118,LI_101_CAROUSEL,IO_101,504.9200,0.751,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-21,PS5 Pro Launch Global,partner_0451,592.29,3157895,39524,LI_101_CAROUSEL,IO_101,604.1400,0.753,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-22,PS5 Pro Launch Global,partner_0451,759.03,3631579,43811,LI_101_CAROUSEL,IO_101,774.2100,0.787,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-23,PS5 Pro Launch Global,partner_0451,638.97,3631579,27830,LI_101_CAROUSEL,IO_101,651.7500,0.826,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-24,PS5 Pro Launch Global,partner_0451,429.83,3157895,24738,LI_101_CAROUSEL,IO_101,438.4300,0.831,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-25,PS5 Pro Launch Global,partner_0451,524.56,3157895,39549,LI_101_CAROUSEL,IO_101,535.0500,0.735,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-26,PS5 Pro Launch Global,partner_0451,526.09,3157895,22989,LI_101_CAROUSEL,IO_101,536.6100,0.694,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-27,PS5 Pro Launch Global,partner_0451,499.09,3157895,22009,LI_101_CAROUSEL,IO_101,509.0800,0.732,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-28,PS5 Pro Launch Global,partner_0451,832.06,6631579,45233,LI_101_CAROUSEL,IO_101,848.7000,0.651,4509474,2026-05-04 11:41:52.776000-07:00
2025-11-29,PS5 Pro Launch Global,partner_0451,865.86,7626316,69833,LI_101_CAROUSEL,IO_101,883.1700,0.740,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-30,PS5 Pro Launch Global,partner_0451,1575.52,7626316,85512,LI_101_CAROUSEL,IO_101,1607.0300,0.718,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-01,PS5 Pro Launch Global,partner_0451,1098.36,6631579,73584,LI_101_CAROUSEL,IO_101,1120.3300,0.704,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-02,PS5 Pro Launch Global,partner_0451,828.85,6631579,44883,LI_101_CAROUSEL,IO_101,845.4300,0.733,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-03,PS5 Pro Launch Global,partner_0451,977.51,6631579,71541,LI_101_CAROUSEL,IO_101,997.0600,0.745,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-04,PS5 Pro Launch Global,partner_0451,849.17,6631579,71260,LI_101_CAROUSEL,IO_101,866.1600,0.918,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-05,PS5 Pro Launch Global,partner_0451,855.59,6631579,57451,LI_101_CAROUSEL,IO_101,872.7000,0.623,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-06,PS5 Pro Launch Global,partner_0451,1298.79,7626316,54909,LI_101_CAROUSEL,IO_101,1324.7600,0.728,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-08,PS5 Pro Launch Global,partner_0451,758.27,6631579,54156,LI_101_CAROUSEL,IO_101,773.4300,0.753,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-09,PS5 Pro Launch Global,partner_0451,1117.61,6631579,48925,LI_101_CAROUSEL,IO_101,1139.9700,0.920,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-10,PS5 Pro Launch Global,partner_0451,986.07,6631579,37413,LI_101_CAROUSEL,IO_101,1005.7900,0.658,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-12,PS5 Pro Launch Global,partner_0451,1020.29,6631579,61053,LI_101_CAROUSEL,IO_101,1040.7000,0.761,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-13,PS5 Pro Launch Global,partner_0451,1350.44,7626316,68362,LI_101_CAROUSEL,IO_101,1377.4500,0.632,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-14,PS5 Pro Launch Global,partner_0451,1349.21,7626316,57033,LI_101_CAROUSEL,IO_101,1376.2000,0.680,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-01,PS5 Pro Launch Global,partner_0451,420.51,3631579,52295,LI_101_CAROUSEL,IO_101,428.9200,0.622,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-02,PS5 Pro Launch Global,partner_0451,631.94,3631579,30982,LI_101_CAROUSEL,IO_101,644.5800,0.684,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-03,PS5 Pro Launch Global,partner_0451,594.84,3157895,40707,LI_101_CAROUSEL,IO_101,606.7400,0.810,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-04,PS5 Pro Launch Global,partner_0451,480.25,3157895,40067,LI_101_CAROUSEL,IO_101,489.8600,0.848,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-05,PS5 Pro Launch Global,partner_0451,507.75,3157895,36376,LI_101_CAROUSEL,IO_101,517.9100,0.742,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-06,PS5 Pro Launch Global,partner_0451,417.10,3157895,37592,LI_101_CAROUSEL,IO_101,425.4400,0.640,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-07,PS5 Pro Launch Global,partner_0451,1328.20,10105263,148151,LI_101_CAROUSEL,IO_101,1354.7700,0.776,6871579,2026-05-04 11:41:52.776000-07:00
2025-11-08,PS5 Pro Launch Global,partner_0451,675.87,3631579,46624,LI_101_CAROUSEL,IO_101,689.3800,0.644,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-09,PS5 Pro Launch Global,partner_0451,437.50,3631579,42829,LI_101_CAROUSEL,IO_101,446.2500,0.894,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-10,PS5 Pro Launch Global,partner_0451,550.53,3157895,38976,LI_101_CAROUSEL,IO_101,561.5400,0.681,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-11,PS5 Pro Launch Global,partner_0451,398.26,3157895,30796,LI_101_CAROUSEL,IO_101,406.2200,0.746,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-12,PS5 Pro Launch Global,partner_0451,628.96,3157895,39744,LI_101_CAROUSEL,IO_101,641.5400,0.819,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-13,PS5 Pro Launch Global,partner_0451,465.48,3157895,39966,LI_101_CAROUSEL,IO_101,474.7900,0.706,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-14,PS5 Pro Launch Global,partner_0451,445.62,3157895,24051,LI_101_CAROUSEL,IO_101,454.5300,0.849,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-16,PS5 Pro Launch Global,partner_0451,685.82,3631579,50813,LI_101_CAROUSEL,IO_101,699.5400,0.888,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-17,PS5 Pro Launch Global,partner_0451,474.14,3157895,33044,LI_101_CAROUSEL,IO_101,483.6200,0.628,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-18,PS5 Pro Launch Global,partner_0451,538.31,3157895,39562,LI_101_CAROUSEL,IO_101,549.0800,0.652,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-19,PS5 Pro Launch Global,partner_0451,365.66,3157895,24328,LI_101_CAROUSEL,IO_101,372.9800,0.743,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-20,PS5 Pro Launch Global,partner_0451,592.80,3157895,33741,LI_101_CAROUSEL,IO_101,604.6600,0.746,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-21,PS5 Pro Launch Global,partner_0451,477.70,3157895,37137,LI_101_CAROUSEL,IO_101,487.2600,0.640,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-22,PS5 Pro Launch Global,partner_0451,650.68,3631579,43811,LI_101_CAROUSEL,IO_101,663.7000,0.822,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-23,PS5 Pro Launch Global,partner_0451,493.72,3631579,30822,LI_101_CAROUSEL,IO_101,503.6000,0.826,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-24,PS5 Pro Launch Global,partner_0451,504.70,3157895,38653,LI_101_CAROUSEL,IO_101,514.7900,0.838,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-25,PS5 Pro Launch Global,partner_0451,362.61,3157895,29598,LI_101_CAROUSEL,IO_101,369.8600,0.852,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-26,PS5 Pro Launch Global,partner_0451,626.92,3157895,39663,LI_101_CAROUSEL,IO_101,639.4600,0.806,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-27,PS5 Pro Launch Global,partner_0451,413.54,3157895,38766,LI_101_CAROUSEL,IO_101,421.8100,0.684,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-28,PS5 Pro Launch Global,partner_0451,952.91,6631579,59270,LI_101_CAROUSEL,IO_101,971.9700,0.863,4509474,2026-05-04 11:41:52.776000-07:00
2025-11-29,PS5 Pro Launch Global,partner_0451,1346.75,7626316,75159,LI_101_CAROUSEL,IO_101,1373.6900,0.728,5185895,2026-05-04 11:41:52.776000-07:00
2025-11-30,PS5 Pro Launch Global,partner_0451,939.65,7626316,57399,LI_101_CAROUSEL,IO_101,958.4500,0.624,5185895,2026-05-04 11:41:52.776000-07:00
2025-12-01,PS5 Pro Launch Global,partner_0451,1016.01,6631579,49392,LI_101_CAROUSEL,IO_101,1036.3300,0.826,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-02,PS5 Pro Launch Global,partner_0451,1226.70,6631579,77298,LI_101_CAROUSEL,IO_101,1251.2400,0.662,4509474,2026-05-04 11:41:52.776000-07:00
2025-12-03,PS5 Pro Launch Global,partner_0451,1117.61,6631579,77956,LI_101_CAROUSEL,IO_101,1139.9700,0.917,4509474,2026-05-04 11:41:52.776000-07:00
